"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"Morocco";"MAR";"Botola Pro";"02-07-2026 14:00";"NS";"Olympique Dcheïra";"";"";"Olympic Safi";"2.55";"2.60";"66 | 74";"37 | 34";"5";"42 | 49";"1.2 | 1.1";"46 | 49";"7.9 | 9.3";"2";"0 | 50";"50";"30 | 20";"30 | 50";"40 | 30";"40 | 37";"60 | 70";"70 | 50";"70 | 80";"0x1 | 1x1";"19.8";"1.1 | 1";"1.1 | 0.9";"2";"42 | 52";"13 | 16";"10 | 10";"8.7 | 9.3";"11.8 | 9.7";"7.9";"4.9 | 3.6";"3.9 | 3.4";"2.4 | 3";"2.1 | 2.5";"5";"5.1"
"Morocco";"MAR";"Botola Pro";"02-07-2026 14:00";"NS";"UTS Rabat";"";"";"Ittihad Tanger";"2.12";"3.20";"77 | 77";"34 | 37";"5";"50 | 52";"1.5 | 1.8";"49 | 56";"7.8 | 9.8";"10";"30 | 30";"40";"40 | 50";"30 | 30";"30 | 20";"50 | 60";"70 | 80";"70 | 70";"60 | 50";"0x1 | 1x1";"19";"1 | 1.1";"0.8 | 0.8";"1.8";"51 | 53";"15 | 8";"10 | 10";"7.8 | 10.8";"8.6 | 10.9";"8";"3.7 | 4.3";"3.9 | 4";"3.1 | 3";"2.4 | 2.7";"5.6";"5.1"
"Morocco";"MAR";"Botola Pro";"02-07-2026 14:00";"NS";"Raja Casablanca";"";"";"Hassania Agadir";"";"";"63 | 66";"41 | 37";"";"56 | 49";"1.4 | 1.3";"53 | 44";"8.5 | 8.6";"10";"70 | 10";"20";"40 | 30";"20 | 40";"40 | 30";"47 | 43";"60 | 70";"80 | 60";"60 | 70";"1x1 | 0x1";"18.2";"1.2 | 1.1";"1.2 | 1.1";"2.3";"58 | 47";"4 | 11";"10 | 10";"10.2 | 9.5";"8.6 | 8";"9";"5 | 3.9";"4.4 | 4.6";"3.4 | 2.5";"3 | 1.6";"5.2";"5.1"
"Chile";"CHI";"Chilean Cup";"02-07-2026 19:00";"NS";"Huachipato";"";"";"Concepcion";"1.75";"4.00";"52 | 46";"44 | 41";"1";"45 | 50";"1.4 | 1";"48 | 54";"6.8 | 9.9";"10";"40 | 20";"40";"40 | 30";"20 | 10";"40 | 60";"47 | 33";"60 | 40";"80 | 90";"60 | 70";"0x2 | 2x0";"26.2";"1.3 | 1.2";"1.5 | 1.7";"2.8";"49 | 52";"";"10 | 10";"10.8 | 14.4";"15.1 | 12.1";"9";"4.7 | 4.5";"4 | 4.8";"2.5 | 2.4";"2.8 | 2.7";"5.2";"4.5"
"Chile";"CHI";"Chilean Cup";"02-07-2026 21:30";"NS";"O'Higgins";"";"";"Colo-Colo";"";"";"49 | 70";"41 | 92";"";"46 | 60";"0.9 | 2.4";"49 | 66";"8.4 | 5.2";"10";"30 | 50";"20";"20 | 80";"30 | 0";"50 | 20";"30 | 80";"50 | 80";"70 | 100";"80 | 20";"2x3 | 0x3";"26.2";"1.2 | 2.7";"1.6 | 1";"3.2";"49 | 58";"";"10 | 10";"12.2 | 17.6";"13.8 | 8.7";"9.6";"4.8 | 2.2";"4.4 | 7.8";"3 | 1.6";"1.8 | 1.7";"4";"4.5"
"Europe";"EUR";"Euro U19";"02-07-2026 10:00";"NS";"Croatia U19";"";"";"Italy U19";"";"";"84 | 100";"85 | 68";"";"58 | 63";"2.5 | 2.1";"56 | 56";"4.2 | 6.6";"2";"0 | 50";"50";"80 | 60";"10 | 30";"10 | 10";"83 | 70";"90 | 90";"90 | 70";"20 | 40";"1x0 | 0x2";"17.2";"2.5 | 2";"0.6 | 0.2";"2.7";"53 | 49";"3 | 2";"10 | 10";"10.6 | 13.2";"4.8 | 5.8";"7.4";"1.9 | 2.3";"4.9 | 5.7";"1.7 | 2.8";"1.8 | 2.6";"4.4";""
"Europe";"EUR";"Euro U19";"02-07-2026 14:00";"NS";"Serbia U19";"";"";"Ukraine U19";"";"";"46 | 70";"78 | 65";"";"49 | 49";"1.9 | 1.9";"54 | 52";"4.1 | 4.9";"3";"0 | 33";"67";"60 | 60";"10 | 10";"30 | 30";"63 | 63";"70 | 70";"90 | 90";"40 | 40";"1x4 | 0x3";"18.7";"2.3 | 1.9";"1.7 | 1";"3.4";"51 | 49";"4 | 1";"10 | 10";"9.4 | 9.3";"10.8 | 7.9";"9.2";"5.1 | 3.7";"5.4 | 4";"2.3 | 1";"3.1 | 1.9";"4.2";""
"Paraguay";"PAR";"Copa Paraguay";"02-07-2026 13:00";"NS";"Oriental";"";"";"Atletico Colegiales";"";"";"10 | 25";"44 | 17";"";"";"0.9 | 0.4";"";"5.2 | 11.2";"";"";"";"14 | 10";"43 | 10";"43 | 80";"29 | 13";"57 | 20";"57 | 90";"86 | 90";"2x2 | 3x0";"20";"1.3 | 0.5";"2.7 | 2.3";"3.4";"39 | 50";"";"7 | 10";"6.7 | 5.6";"19 | 8.8";"10.6";"9.7 | 4.6";"4 | 2.9";"2.2 | 2.4";"2.2 | 1.8";"4.2";"5.2"
"Paraguay";"PAR";"Copa Paraguay";"02-07-2026 15:30";"NS";"1 de Marzo Fernando Mora";"";"";"Sport Colonial";"";"";"2 | 2";"7 | 51";"";"";"0 | 1";"";"";"";"";"";"0 | 33";"0 | 0";"100 | 67";"0 | 33";"0 | 33";"100 | 100";"100 | 67";"0x3 | 0x4";"";"0.2 | 1.5";"3.8 | 4";"4.8";"";"";"4 | 6";"";"";"";"";"";"0 | 1.8";"2.5 | 1.5";"2.8";"5.2"
"Paraguay";"PAR";"Copa Paraguay";"02-07-2026 18:00";"NS";"Tte. Fariña Caacupé";"";"";"Juventud Ypanense";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" | ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Northern Territory Premier League";"02-07-2026 06:00";"NS";"Darwin Olympic";"";"";"Port Darwin";"";"";"28 | 2";"100 | 100";"";"52 | 52";"1.7 | 1.5";"59 | 58";"3.5 | 4.7";"10";"70 | 30";"0";"50 | 50";"20 | 0";"30 | 50";"57 | 50";"70 | 50";"80 | 100";"50 | 50";"0x3 | 3x1";"25.6";"3.6 | 3";"2.2 | 3.2";"6";"51 | 47";"5 | 3";"10 | 10";"12.7 | 14";"9.7 | 14.8";"14.4";"5.7 | 8.4";"7 | 7.6";"1.3 | 0.8";"0.9 | 1.6";"2.2";"2.5"
"Australia";"AUS";"Northern Territory Premier League";"02-07-2026 08:00";"NS";"Palmerston Rovers";"";"";"Garuda";"";"";"2 | 2";"65 | 37";"";"42 | 34";"1.2 | 0.2";"48 | 36";"5.4 | 5";"";"";"";"40 | 0";"0 | 20";"60 | 80";"40 | 7";"40 | 20";"100 | 80";"60 | 100";"1x6 | 10x0";"24.7";"1.9 | 1.1";"3.8 | 4.7";"5.8";"43 | 53";"7 | 9";"10 | 10";"10.3 | 5.5";"17.1 | 16.5";"14";"9.9 | 9.3";"6.1 | 2.8";"1.1 | 0.9";"0.8 | 1.3";"2";"2.5"
"Bhutan";"BHU";"Bhutan Premier League";"02-07-2026 09:00";"NS";"Transport United";"";"";"Namlha";"";"";"42 | 63";"41 | 75";"";"46 | 46";"1.3 | 1.9";"54 | 58";"12.4 | 5.9";"2";"100 | 0";"0";"40 | 50";"10 | 40";"50 | 10";"43 | 63";"50 | 90";"90 | 60";"60 | 50";"1x0 | 1x1";"28.4";"1.2 | 2.2";"1.8 | 1.2";"3.2";"48 | 48";"6 | 5";"10 | 10";"14.9 | 11.3";"16.7 | 14";"7";"4.6 | 3.2";"2.6 | 3.7";"2 | 2.2";"1.7 | 1.5";"3.7";"3.4"
"Belarus";"BLR";"Vysshaya Liga";"02-07-2026 12:00";"NS";"BATE";"";"";"Gomel";"5.01";"1.79";"56 | 77";"34 | 44";"2";"47 | 50";"0.9 | 1.6";"40 | 50";"6.8 | 5.2";"10";"40 | 50";"10";"10 | 40";"60 | 40";"30 | 20";"30 | 53";"70 | 80";"40 | 60";"90 | 60";"1x1 | 0x2";"14.9";"1 | 1.3";"1.4 | 0.8";"2.2";"48 | 51";"15 | 5";"10 | 10";"6.8 | 6.8";"8.6 | 7.7";"6";"3.6 | 3";"2.8 | 2.6";"1.7 | 2.1";"2.4 | 1.5";"3.8";"3.5"
"Belarus";"BLR";"Vysshaya Liga";"02-07-2026 14:00";"NS";"Minsk";"";"";"Dinamo Minsk";"8.30";"1.47";"63 | 74";"54 | 58";"2";"43 | 57";"1.6 | 2.1";"38 | 53";"3.6 | 5.2";"10";"10 | 70";"20";"40 | 60";"40 | 30";"20 | 10";"53 | 70";"80 | 90";"60 | 70";"60 | 40";"0x0 | 1x1";"13.8";"1.6 | 1.7";"1.2 | 0.9";"2.7";"50 | 56";"7 | 1";"10 | 10";"5.7 | 8.9";"7.4 | 5.7";"6.6";"3.9 | 2.7";"2.4 | 4.2";"1.3 | 1.9";"1.8 | 2";"3.5";"3.5"
"Ecuador";"ECU";"Liga Pro Serie B";"02-07-2026 17:30";"NS";"Cumbaya";"";"";"22 de Julio";"";"";"70 | 63";"31 | 14";"";"48 | 40";"1.2 | 0.5";"42 | 34";"8.9 | 17";"5";"60 | 40";"0";"30 | 10";"30 | 20";"40 | 70";"40 | 17";"60 | 30";"70 | 80";"70 | 90";"1x1 | 1x0";"18.7";"0.9 | 0.4";"1 | 1.2";"1.8";"51 | 45";"10 | 11";"10 | 10";"8 | 6.8";"9 | 13.6";"6.6";"3.7 | 4.6";"3.7 | 1.4";"2.6 | 1.8";"3.6 | 2.2";"5";"4.9"
"Ecuador";"ECU";"Liga Pro Serie B";"02-07-2026 17:30";"NS";"Atlético JBG";"";"";"El Nacional";"1.53";"5.40";"70 | 35";"27 | 20";"1";"45 | 47";"1.2 | 0.2";"39 | 49";"9.8 | 18.2";"";"";"";"20 | 0";"60 | 20";"20 | 80";"40 | 7";"80 | 20";"40 | 80";"80 | 100";"1x1 | 1x0";"22.5";"0.8 | 0.6";"1 | 2";"2.2";"51 | 49";"3 | 12";"10 | 10";"7.8 | 10.9";"13.5 | 13";"7.8";"3.9 | 5.4";"2.4 | 4";"2 | 2.6";"1.9 | 2.4";"4.4";"4.9"
"Ecuador";"ECU";"Liga Pro Serie B";"02-07-2026 21:00";"NS";"Santo Domingo";"";"";"Independiente Juniors";"";"";"88 | 80";"31 | 44";"";"47 | 53";"1.5 | 1.7";"41 | 48";"10.8 | 8";"";"";"";"40 | 40";"30 | 50";"30 | 10";"50 | 57";"70 | 90";"70 | 50";"60 | 60";"0x0 | 0x0";"18.8";"0.9 | 1.3";"0.5 | 0.7";"1.7";"44 | 54";"9 | 2";"10 | 10";"9.7 | 10.4";"8.7 | 9";"6.8";"2.9 | 2.7";"4.1 | 4";"2.7 | 2.7";"2.4 | 2.7";"5.2";"4.9"
"Estonia";"EST";"Meistriliiga";"02-07-2026 13:00";"NS";"Kuressaare";"";"";"Flora";"6.66";"1.35";"60 | 77";"27 | 85";"2";"47 | 60";"0.8 | 2.4";"52 | 75";"11 | 6";"10";"0 | 90";"10";"20 | 80";"20 | 0";"60 | 20";"27 | 80";"40 | 80";"80 | 100";"80 | 20";"0x1 | 0x1";"23";"0.8 | 2.5";"1.3 | 0.8";"2.7";"46 | 57";"9 | 2";"10 | 10";"8.8 | 15";"12.8 | 9.3";"8.5";"4.5 | 3.2";"3.2 | 6.1";"1.1 | 1.8";"2.7 | 1.9";"3.8";"4.5"
"Estonia";"EST";"Esiliiga A";"02-07-2026 13:00";"NS";"Tartu Welco";"";"";"Viimsi";"2.11";"2.76";"60 | 84";"92 | 54";"5";"55 | 61";"2.3 | 2";"65 | 71";"5.7 | 8.2";"10";"20 | 70";"10";"70 | 60";"20 | 20";"10 | 20";"77 | 67";"90 | 80";"80 | 80";"30 | 40";"2x0 | 0x2";"24.5";"2.7 | 1.6";"1.3 | 0.6";"3.1";"54 | 58";"1 | 2";"10 | 10";"15.5 | 13.1";"12.2 | 8.3";"10.4";"4.9 | 3.5";"7.3 | 5.1";"2 | 2.4";"1.6 | 3.3";"4.6";"4.4"
"Estonia";"EST";"Estonian Cup";"02-07-2026 14:30";"NS";"Tallinna Wolves";"";"";"Tabasalu";"";"";"2 | 28";"92 | 61";"";"";"1.3 | 1.8";"";"";"";"";"";"40 | 60";"10 | 0";"50 | 40";"43 | 60";"50 | 60";"90 | 100";"60 | 40";"0x5 | 1x2";"";"2.7 | 1.8";"3.4 | 2.2";"5";"";"";"10 | 10";"";"";"";"";"";"";"";"";"4.5"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Welwalo Adigrat Uni";"";"";"Kedus Giorgis";"";"";"80 | 84";"37 | 31";"";"48 | 48";"1.6 | 1.8";"55 | 36";"5.8 | 6.3";"7";"0 | 71";"29";"40 | 50";"40 | 30";"20 | 20";"53 | 60";"80 | 80";"60 | 70";"60 | 50";"0x0 | 0x0";"11";"1.1 | 0.9";"0.7 | 0.6";"1.6";"46 | 46";"13 | 5";"10 | 10";"6.4 | 5.3";"5.2 | 5";"4.4";"1.6 | 1.8";"2.5 | 2.8";"2.7 | 2.2";"2 | 2.1";"4.5";"4.7"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Awassa Kenema";"";"";"Adama Kenema";"2.12";"3.35";"77 | 74";"17 | 27";"5";"46 | 50";"0.8 | 1";"37 | 51";"13.2 | 8.4";"10";"30 | 60";"10";"10 | 20";"50 | 40";"40 | 40";"27 | 33";"60 | 60";"50 | 60";"90 | 80";"0x0 | 0x0";"13.7";"0.5 | 0.8";"0.8 | 0.9";"1.5";"47 | 52";"7 | 16";"10 | 10";"6.6 | 6.7";"8.4 | 5.7";"5.4";"3.6 | 1.7";"2.9 | 2.5";"2.3 | 2.3";"2.5 | 2.4";"4.8";"4.7"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Shire Endaselassie";"";"";"Sheger Ketema";"";"";"74 | 84";"24 | 27";"";"44 | 49";"1.3 | 1.5";"45 | 47";"6.7 | 7.5";"";"";"";"30 | 40";"40 | 30";"30 | 30";"43 | 50";"70 | 70";"60 | 70";"70 | 60";"0x0 | 0x0";"13.1";"0.7 | 0.8";"0.9 | 0.6";"1.5";"46 | 48";"17 | 10";"10 | 10";"4.7 | 6";"8 | 7.5";"4.8";"3.2 | 2.5";"1.9 | 2.1";"2.1 | 1.8";"1.9 | 2.1";"4";"4.7"
"Finland";"FIN";"Kakkonen";"02-07-2026 12:30";"NS";"EBK";"";"";"ÅIFK";"3.90";"1.64";"25 | 52";"51 | 65";"2";"47 | 54";"0.6 | 2.2";"60 | 64";"7.1 | 5.9";"";"";"";"10 | 70";"30 | 10";"60 | 20";"20 | 73";"40 | 80";"70 | 90";"90 | 30";"2x2 | 1x2";"20.8";"1.5 | 1.9";"2.3 | 1.5";"3.6";"45 | 51";"8 | 2";"10 | 10";"10.7 | 11.2";"11.3 | 8.3";"9.6";"5.1 | 3.5";"5.5 | 5.1";"3.2 | 2.4";"2 | 1.7";"4.6";"4.3"
"Finland";"FIN";"Kakkonen";"02-07-2026 13:00";"NS";"PPJ";"";"";"Kiffen";"2.25";"2.55";"63 | 46";"68 | 75";"5";"51 | 51";"1.5 | 1.9";"54 | 61";"5.7 | 6";"10";"40 | 30";"30";"30 | 60";"60 | 10";"10 | 30";"50 | 63";"90 | 70";"40 | 90";"70 | 40";"2x2 | 0x2";"25.3";"2 | 2.2";"1.2 | 1.7";"3.6";"52 | 50";"5 | 3";"10 | 10";"11.4 | 13.2";"11.8 | 14.2";"12";"5.2 | 6.6";"6.2 | 6.1";"1.9 | 2.2";"2.2 | 2.4";"4.4";"4.3"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 12:30";"NS";"Kultsu";"";"";"MiPK";"1.23";"7.00";"80 | 56";"99 | 82";"3";"71 | 60";"2.3 | 2";"82 | 74";"7.8 | 10.7";"10";"60 | 20";"20";"70 | 60";"20 | 20";"10 | 20";"77 | 67";"90 | 80";"80 | 80";"30 | 40";"0x2 | 0x2";"34.2";"2.9 | 2.4";"0.7 | 1.4";"3.7";"61 | 49";"3 | 4";"10 | 10";"22.6 | 25.7";"7.1 | 13";"14.4";"2.7 | 5.5";"9.8 | 10.8";"0.9 | 2.3";"1.9 | 1.7";"3.4";"2.8"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"Kumu";"";"";"LAUTP / 2";"";"";"2 | 2";"34 | 14";"";"37 | 26";"0.4 | 0.1";"40 | 29";"6.5 | 16";"";"";"";"10 | 0";"10 | 10";"80 | 90";"13 | 3";"20 | 10";"90 | 90";"90 | 100";"2x6 | 1x0";"30.1";"1 | 0.4";"4 | 3.1";"4.2";"48 | 36";"11 | 12";"10 | 10";"6.5 | 6.4";"20.8 | 26.6";"14.6";"12.8 | 12.4";"2.2 | 1.8";"1.5 | 1.2";"0.8 | 1.2";"2.3";"2.8"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"KJP";"";"";"PeKa";"";"";"56 | 60";"58 | 100";"";"48 | 62";"1.3 | 2.5";"58 | 64";"8.8 | 4.4";"6";"17 | 33";"50";"40 | 80";"10 | 10";"50 | 10";"43 | 83";"50 | 90";"90 | 90";"60 | 20";"1x3 | 1x3";"26.8";"1.7 | 3.5";"1.4 | 1.3";"4";"54 | 58";"7 | 1";"10 | 10";"15 | 15.5";"15.8 | 7.2";"12.4";"5.5 | 3.5";"6.2 | 9.5";"0.8 | 1.2";"1.5 | 1.5";"2.6";"2.8"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"PIF";"";"";"EuPa";"";"";"74 | 80";"54 | 75";"";"58 | 53";"1.8 | 2.2";"78 | 67";"10.1 | 6.2";"4";"25 | 0";"75";"50 | 70";"30 | 10";"20 | 20";"60 | 73";"80 | 80";"70 | 90";"50 | 30";"1x1 | 0x1";"23.1";"1.6 | 2.2";"0.9 | 0.7";"2.7";"52 | 50";"4 | 1";"10 | 10";"16.1 | 13.6";"6.7 | 9.7";"11.1";"3.6 | 3.9";"7.7 | 7";"1.8 | 1.4";"1.4 | 1.6";"3";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"SJK-j";"";"";"VPV";"";"";"63 | 32";"75 | 54";"";"60 | 40";"1.5 | 1.1";"60 | 36";"6.8 | 3.9";"3";"0 | 0";"100";"40 | 30";"30 | 20";"30 | 50";"50 | 37";"70 | 50";"70 | 80";"60 | 70";"2x2 | 1x1";"21.2";"2.2 | 1.6";"1.2 | 2.1";"3.6";"57 | 41";"5 | 9";"10 | 10";"15 | 6.2";"8.8 | 12.4";"9.3";"3.4 | 4.5";"8.1 | 2.6";"1 | 1";"2.1 | 1.5";"2.8";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Ylivieska";"";"";"LBK";"";"";"21 | 14";"100 | 37";"";"55 | 52";"1.3 | 0.7";"49 | 54";"4.8 | 10.6";"2";"100 | 0";"0";"40 | 20";"10 | 10";"50 | 70";"43 | 23";"50 | 30";"90 | 90";"60 | 80";"0x1 | 5x0";"24.9";"3 | 1.1";"2.4 | 2.6";"4.6";"55 | 49";"7 | 11";"10 | 10";"14.4 | 11.7";"10.8 | 13";"10.3";"4.4 | 7.2";"4.8 | 4.3";"2.4 | 2";"2 | 1.8";"4.1";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Nykarleby IK";"";"";"Sporting Kristina";"";"";"14 | 49";"51 | 65";"";"45 | 40";"1.4 | 1.6";"42 | 33";"7.3 | 3.5";"9";"0 | 56";"44";"40 | 50";"20 | 10";"40 | 40";"47 | 53";"60 | 60";"80 | 90";"60 | 50";"1x1 | 4x2";"20.5";"1.5 | 1.9";"2.6 | 1.6";"3.8";"45 | 47";"6 | 4";"10 | 10";"11 | 6.6";"13.6 | 9.8";"8.8";"7 | 3.2";"4 | 3.2";"1.7 | 1.9";"1.4 | 1.4";"3.2";"3.4"
