"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"United States";"USA";"USL League Two";"02-07-2026 21:30";"NS";"Peoria";"";"";"St. Louis Ambush";"";"";"84 | 49";"71 | 41";"";"";"2.6 | 1.1";"";"";"5";"100 | 0";"0";"80 | 30";"20 | 20";"0 | 50";"87 | 37";"100 | 50";"80 | 80";"20 | 70";"1x0 | 2x0";"";"2.1 | 1.2";"0.6 | 1.6";"2.8";"";"1 | 3";"10 | 10";"";"";"";"";"";"2 | 2";"2.5 | 1";"3.8";"4"
"United States";"USA";"USL League Two";"02-07-2026 23:00";"NS";"Redlands";"";"";"Capo II";"";"";"56 | 46";"65 | 68";"";"53 | 48";"1.8 | 1.5";"52 | 46";"6.5 | 6.1";"4";"25 | 25";"50";"50 | 40";"30 | 30";"20 | 30";"60 | 50";"80 | 70";"70 | 70";"50 | 60";"1x1 | 1x1";"25.8";"1.9 | 2";"1.4 | 1.7";"3.5";"50 | 49";"2 | 6";"10 | 10";"12.3 | 12.2";"10.3 | 16.8";"12.6";"6 | 8";"6 | 5.2";"1.5 | 2";"2 | 2.5";"4";"4"
"United States";"USA";"USL League One";"02-07-2026 22:30";"NS";"Athletic Club Boise";"";"";"One Knoxville";"2.13";"3.07";"38 | 63";"48 | 61";"5";"54 | 49";"1.3 | 1.5";"52 | 48";"6.8 | 5.4";"";"";"";"40 | 40";"10 | 30";"50 | 30";"43 | 50";"50 | 70";"90 | 70";"60 | 60";"0x1 | 1x1";"25.4";"1.4 | 1.8";"1.9 | 1.2";"3.2";"54 | 47";"7 | 2";"10 | 10";"13.5 | 12.7";"12.7 | 11.9";"8.4";"4.3 | 3.4";"4.1 | 4.9";"2.5 | 1.8";"3.3 | 2.6";"5.1";"5.1"
"United States";"USA";"WPSL";"02-07-2026 19:00";"NS";"North Carolina II W";"";"";"Arlington VA W";"";"";"74 | 74";"95 | 71";"";"";"2.4 | 1.9";"";"";"";"";"";"75 | 50";"12 | 38";"12 | 12";"79 | 62";"88 | 88";"88 | 62";"25 | 50";"3x0 | 0x0";"";"2.8 | 2.1";"0.9 | 0.9";"3.3";"";"1 | 2";"8 | 8";"";"";"";"";"";"";"";"";"0.9"
"United States";"USA";"WPSL";"02-07-2026 20:00";"NS";"PA Classics W";"";"";"Love City W";"";"";"70 | 56";"100 | 82";"";"";"2.3 | 2.2";"";"";"";"";"";"70 | 62";"20 | 38";"10 | 0";"77 | 75";"90 | 100";"80 | 62";"30 | 38";"2x2 | 1x1";"";"3.1 | 2.4";"1 | 1.4";"4";"";"1 | 2";"10 | 8";"";"";"";"";"";"";"";"";"0.9"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Middletown Sporting CT W";"";"";"Connecticut Rush W";"";"";"56 | 60";"100 | 68";"";"60 | 68";"2.2 | 2";"56 | 48";"5.6 | 5.6";"4";"100 | 0";"0";"70 | 60";"10 | 20";"20 | 20";"73 | 67";"80 | 80";"90 | 80";"30 | 40";"1x3 | 1x2";"27.4";"3.2 | 2";"1.4 | 1.3";"4";"56 | 52";"3 | 2";"10 | 10";"18 | 11.2";"11 | 14.5";"14.4";"5 | 8";"9.7 | 6";"0 | 0.5";"1 | 0.2";"0.9";"0.9"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Austin Rise W";"";"";"Fort Worth Vaqueras W";"";"";"70 | 56";"71 | 44";"";"54 | 38";"1.9 | 0.8";"60 | 38";"10 | 5";"3";"100 | 0";"0";"60 | 10";"10 | 50";"30 | 40";"63 | 27";"70 | 60";"90 | 50";"40 | 90";"1x2 | 1x1";"27.5";"2.1 | 1.3";"1 | 1.4";"2.9";"52 | 46";"2 | 4";"10 | 10";"21 | 6.5";"12.5 | 15";"14.2";"7.5 | 6";"11 | 4";"2 | 1.5";"1 | 1";"2.8";"0.9"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Lou Fusz Athletic W";"";"";"Kansas City Current II W";"";"";"80 | 74";"100 | 71";"";"64 | 48";"2.6 | 1.9";"55 | 26";"5.2 | 2.9";"";"";"";"80 | 50";"20 | 38";"0 | 12";"87 | 62";"100 | 88";"80 | 62";"20 | 50";"1x1 | 0x0";"16.6";"3 | 2.1";"0.7 | 0.9";"3.4";"53 | 50";"1 | 2";"10 | 8";"15.7 | 6";"5 | 6.5";"7.9";"2.3 | 3";"9 | 1.5";"0 | 2";"0.3 | 5";"3.6";"0.9"
"United States";"USA";"UWS";"02-07-2026 17:30";"NS";"Maine Mystics W";"";"";"Maine Footy W";"";"";"2 | 32";"14 | 41";"";"";"0.1 | 0.8";"";"";"";"";"";"0 | 20";"14 | 20";"86 | 60";"5 | 27";"14 | 40";"86 | 80";"100 | 80";"0x7 | 2x1";"";"0.4 | 1.2";"5 | 2.1";"4.4";"";"5 | 3";"7 | 10";"";"";"";"";"";"";"";"";"0"
"United States";"USA";"UWS";"02-07-2026 20:00";"NS";"Connecticut Legends W";"";"";"New England Mutiny W";"";"";"80 | 49";"100 | 54";"";"";"3 | 1.1";"";"";"";"";"";"100 | 30";"0 | 20";"0 | 50";"100 | 37";"100 | 50";"100 | 80";"0 | 70";"2x1 | 2x1";"";"4.3 | 1.6";"0.7 | 1.6";"4.1";"";"4 | 1";"3 | 10";"";"";"";"";"";"";"";"";"0"
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Tadamon Hadramout FC";"";"";"Ahli Sana'a FC";"";"";"35 | 63";"31 | 34";"";"38 | 40";"1.4 | 1.4";"38 | 28";"5.6 | 5.2";"";"";"";"40 | 40";"20 | 20";"40 | 40";"47 | 47";"60 | 60";"80 | 80";"60 | 60";"0x1 | 0x0";"18.2";"0.9 | 1";"2 | 1.2";"2.6";"39 | 39";"4 | 5";"10 | 10";"5 | 5.2";"16.5 | 9.8";"7.8";"7.2 | 5";"1.2 | 2";"2.2 | 2.2";"1.8 | 1";"3.6";"1.2"
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Al Hilal FC Hudayda";"";"";"Mukallah FC";"";"";"70 | 100";"14 | 48";"";"";"0.8 | 2.6";"";"";"";"";"";"10 | 80";"50 | 20";"40 | 0";"27 | 87";"60 | 100";"50 | 80";"90 | 20";"0x0 | 0x1";"";"0.4 | 1.4";"1 | 0.2";"1.5";"";"13 | 1";"10 | 5";"";"";"";"";"";"";"";"";"1.2"
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Al Orouba FC";"";"";"Alsadd FC";"";"";"100 | 60";"17 | 31";"";"";"1.5 | 1.2";"";"";"9";"11 | 44";"44";"30 | 30";"60 | 30";"10 | 40";"50 | 40";"90 | 60";"40 | 70";"70 | 70";"0x0 | 0x1";"";"0.5 | 0.9";"0.3 | 1.3";"1.5";"";"6 | 7";"10 | 10";"";"";"";"";"";"";"";"";"1.2"
"Finland";"FIN";"Ykkönen Women";"02-07-2026 12:30";"NS";"TPS W";"";"";"JyPK W";"";"";"46 | 21";"54 | 41";"";"38 | 46";"1.2 | 0.7";"42 | 50";"5 | 8.9";"10";"40 | 50";"10";"30 | 20";"30 | 10";"40 | 70";"40 | 23";"60 | 30";"70 | 90";"70 | 80";"0x0 | 3x0";"21.7";"1.6 | 1.2";"1.7 | 2.4";"3.4";"46 | 46";"9 | 6";"10 | 10";"8 | 10.7";"12.4 | 12.3";"10.8";"6.6 | 6.7";"3.2 | 5";"0.5 | 0.6";"1.6 | 0.6";"1.6";"1.7"
"Iceland";"ISL";"1. Deild Women";"02-07-2026 16:15";"NS";"IA Akranes W";"";"";"Grótta W";"";"";"49 | 35";"78 | 78";"";"35 | 50";"1.4 | 1.8";"33 | 55";"3.7 | 5.3";"10";"0 | 60";"40";"40 | 60";"20 | 0";"40 | 40";"47 | 60";"60 | 60";"80 | 100";"60 | 40";"5x1 | 0x2";"23.2";"2.3 | 2.3";"1.6 | 2";"4.1";"35 | 55";"4 | 2";"10 | 10";"8.5 | 12.3";"13.8 | 12";"9.5";"5 | 6";"3 | 5";"1.1 | 0.4";"1.3 | 1.5";"2.2";"2.3"
"Iceland";"ISL";"2. Deild Women";"02-07-2026 16:15";"NS";"Afturelding W";"";"";"Fjölnir W";"";"";"66 | 66";"100 | 100";"";"69 | 75";"2.2 | 2.3";"77 | 92";"7.1 | 6.4";"3";"67 | 0";"33";"70 | 70";"10 | 20";"20 | 10";"73 | 77";"80 | 90";"90 | 80";"30 | 30";"3x1 | 0x7";"30.6";"3.3 | 4.2";"1.1 | 1.1";"4.8";"56 | 66";"1 | 2";"10 | 10";"23.3 | 27";"5.3 | 5.5";"15.4";"3.3 | 3";"9 | 15.5";"1 | 1.5";"0.7 | 1";"2.1";"2.1"
"Iceland";"ISL";"2. Deild Women";"02-07-2026 16:15";"NS";"Fylkir W";"";"";"ÍR W";"";"";"66 | 4";"100 | 41";"";"65 | 43";"2.2 | 0.7";"74 | 58";"3.4 | 10.4";"2";"100 | 0";"0";"70 | 20";"10 | 10";"20 | 70";"73 | 23";"80 | 30";"90 | 90";"30 | 80";"0x4 | 4x0";"28.6";"6.2 | 1.2";"1.1 | 2.9";"5.7";"55 | 44";"4 | 9";"10 | 10";"21.3 | 12.5";"7.7 | 15.8";"15.2";"3.3 | 7.5";"14.3 | 5.2";"1 | 0.5";"0.7 | 0.8";"1.4";"2.1"
"World";"WOR";"Club Friendlies 1";"02-07-2026 12:00";"NS";"Beşiktaş";"";"";"Gyirmót";"";"";"66 | 100";"51 | 100";"";"55 | 68";"1.4 | 2.8";"49 | 67";"7.5 | 4.4";"";"";"";"40 | 90";"20 | 10";"40 | 0";"47 | 93";"60 | 100";"80 | 90";"60 | 10";"0x1 | 0x3";"24.6";"1.5 | 3.8";"1.1 | 0.3";"3.4";"58 | 57";"1 | 2";"10 | 10";"16.9 | 16.8";"12.1 | 3.5";"10";"3.7 | 1.8";"5.5 | 9";"2 | 2.1";"2.6 | 1.6";"4.2";"3.3"
"World";"WOR";"Club Friendlies 3";"02-07-2026 09:00";"NS";"Dundee";"";"";"Paksi SE";"";"";"46 | 60";"44 | 100";"";"44 | 58";"1.1 | 2.2";"37 | 61";"4.6 | 4.2";"";"";"";"30 | 70";"20 | 10";"50 | 20";"37 | 73";"50 | 80";"80 | 90";"70 | 30";"2x2 | 2x0";"24.9";"1.3 | 3.3";"1.7 | 1.3";"3.8";"46 | 54";"1 | 2";"10 | 10";"8.8 | 15.8";"14.6 | 10.6";"10.1";"5.7 | 3.7";"3.2 | 7.6";"1.1 | 1.8";"2 | 2";"3.4";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 13:45";"NS";"Erlangen-Bruck";"";"";"Ansbach";"";"";"38 | 46";"71 | 78";"";"";"1.3 | 1.8";"";"";"9";"22 | 44";"33";"30 | 60";"40 | 0";"30 | 40";"43 | 60";"70 | 60";"60 | 100";"70 | 40";"0x0 | 1x3";"";"2.1 | 2.3";"1.9 | 1.7";"4";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 14:00";"NS";"Peckeloh";"";"";"DSC Arminia Bielefeld";"";"";"66 | 42";"65 | 58";"";"";"1.8 | 1.2";"";"";"";"";"";"50 | 30";"30 | 30";"20 | 40";"60 | 40";"80 | 60";"70 | 70";"50 | 70";"1x1 | 1x1";"";"1.9 | 1.7";"1.1 | 1.8";"3.2";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 15:00";"NS";"Cove Rangers";"";"";"Turriff United";"";"";"70 | 60";"41 | 71";"";"";"1.5 | 1.6";"";"";"2";"100 | 0";"0";"40 | 50";"30 | 10";"30 | 40";"50 | 53";"70 | 60";"70 | 90";"60 | 50";"2x0 | 2x1";"";"1.2 | 2.1";"1 | 1.3";"2.8";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 16:00";"NS";"Banks O Dee FC";"";"";"Peterhead";"";"";"66 | 46";"61 | 34";"";"42 | 48";"1.7 | 0.8";"30 | 38";"3.9 | 5.8";"2";"0 | 50";"50";"50 | 20";"20 | 20";"30 | 60";"57 | 27";"70 | 40";"80 | 80";"50 | 80";"0x2 | 1x1";"18.4";"1.8 | 1";"1.1 | 1.7";"2.8";"51 | 50";"1 | 2";"10 | 10";"7 | 8.5";"10.5 | 10.8";"7.8";"5.5 | 5";"2 | 3.2";"2 | 1.8";"1 | 2.6";"3.7";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Dunajská Streda";"";"";"Widzew Lodz";"";"";"60 | 80";"54 | 48";"";"55 | 55";"1.5 | 1.7";"50 | 51";"6.8 | 6.1";"";"";"";"50 | 50";"0 | 20";"50 | 30";"50 | 57";"50 | 70";"100 | 80";"50 | 50";"1x2 | 1x0";"22";"1.6 | 1.4";"1.3 | 0.7";"2.5";"50 | 50";"1 | 2";"10 | 10";"14.3 | 11.4";"8.3 | 9.9";"6.5";"3 | 2.4";"4.5 | 3.1";"2 | 2.1";"1.5 | 2";"3.8";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"CSKA Moskva";"";"";"Arsenal Tula";"";"";"63 | 49";"51 | 27";"";"53 | 49";"1.5 | 0.5";"48 | 43";"6.1 | 5.2";"10";"40 | 50";"10";"40 | 0";"30 | 50";"30 | 50";"50 | 17";"70 | 50";"70 | 50";"60 | 100";"0x1 | 1x1";"19";"1.5 | 0.8";"1.2 | 1.6";"2.6";"54 | 51";"1 | 2";"10 | 10";"12.7 | 5.4";"12.3 | 7.5";"6.5";"4.1 | 2.5";"3.9 | 2.5";"1.6 | 1.9";"2.1 | 1.7";"3.6";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Sturm Graz";"";"";"FK Košice";"";"";"80 | 46";"61 | 54";"";"58 | 52";"1.8 | 1.6";"55 | 53";"6.8 | 6.9";"";"";"";"40 | 50";"60 | 10";"0 | 40";"60 | 53";"100 | 60";"40 | 90";"60 | 50";"1x1 | 1x2";"28.4";"1.8 | 1.6";"0.7 | 1.7";"2.9";"54 | 52";"1 | 2";"10 | 10";"16.8 | 14.1";"11.3 | 14.5";"8.9";"3.2 | 4.8";"4.5 | 5.3";"1.8 | 1.6";"1.5 | 1.4";"3.2";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Vitesse";"";"";"Roda JC Kerkrade";"";"";"70 | 66";"78 | 41";"";"52 | 46";"2 | 1.1";"49 | 43";"5.6 | 7.1";"10";"70 | 20";"10";"60 | 20";"20 | 50";"20 | 30";"67 | 37";"80 | 70";"80 | 50";"40 | 80";"2x0 | 1x1";"26.5";"2.3 | 1.2";"1 | 1.1";"2.8";"44 | 53";"1 | 2";"10 | 10";"13.5 | 11.1";"11.9 | 16.5";"9.7";"4.4 | 6.2";"4.6 | 4.2";"1.9 | 1.4";"1.8 | 1.8";"3.4";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Trenčín";"";"";"Inter Bratislava";"";"";"56 | 60";"68 | 37";"";"48 | 49";"2.1 | 1.3";"46 | 48";"5.7 | 7.6";"10";"30 | 30";"40";"70 | 40";"0 | 10";"30 | 50";"70 | 43";"70 | 50";"100 | 90";"30 | 60";"1x0 | 1x0";"23";"2 | 1.1";"1.4 | 1.3";"2.9";"55 | 46";"1 | 2";"10 | 10";"14.9 | 8.4";"13.2 | 9.6";"8.6";"4.7 | 4.1";"5.2 | 3.3";"1.2 | 2.1";"1.4 | 3.1";"4";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"León";"";"";"Tapatío";"";"";"18 | 42";"68 | 51";"";"57 | 51";"1.5 | 0.8";"51 | 53";"5.6 | 8";"";"";"";"50 | 20";"0 | 20";"50 | 60";"50 | 27";"50 | 40";"100 | 80";"50 | 80";"0x3 | 2x1";"26.4";"2 | 1.5";"2.5 | 1.8";"3.9";"58 | 52";"1 | 2";"10 | 10";"15.6 | 12";"14.9 | 10.3";"9.4";"5.9 | 3.7";"5.3 | 3.8";"2 | 3.1";"2.3 | 2.1";"4.8";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"CSKA Sofia";"";"";"Marek";"";"";"60 | 100";"24 | 34";"";"56 | 52";"1.2 | 2.2";"62 | 48";"16.4 | 9.8";"8";"62 | 12";"25";"30 | 60";"30 | 40";"40 | 0";"40 | 73";"60 | 100";"70 | 60";"70 | 40";"1x0 | 0x1";"19";"0.7 | 1";"1.3 | 0.2";"1.6";"54 | 49";"1 | 2";"10 | 10";"11.5 | 9.8";"8.9 | 7.8";"6.8";"3 | 2.7";"4.5 | 3.4";"3.4 | 2.2";"2.5 | 2.3";"5.2";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Jablonec";"";"";"Ústí nad Labem";"";"";"25 | 56";"34 | 48";"";"49 | 49";"1 | 1.8";"50 | 48";"8.9 | 6.8";"6";"83 | 0";"17";"30 | 60";"10 | 0";"60 | 40";"33 | 60";"40 | 60";"90 | 100";"70 | 40";"1x3 | 1x2";"23.4";"1 | 1.4";"2.3 | 1.4";"3";"49 | 51";"1 | 2";"10 | 10";"11.9 | 9.5";"13 | 12.3";"9";"5.5 | 5.5";"3.7 | 3.3";"1.6 | 0.9";"1.9 | 1.1";"2.8";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"ZFC Meuselwitz";"";"";"Erzgebirge Aue";"";"";"28 | 49";"34 | 71";"";"";"0.4 | 1.6";"";"";"3";"33 | 67";"0";"10 | 40";"10 | 40";"80 | 20";"13 | 53";"20 | 80";"90 | 60";"90 | 60";"0x1 | 2x2";"";"1 | 2.1";"2.2 | 1.6";"3.4";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Karpaty";"";"";"Nyva Ternopil'";"";"";"88 | 63";"51 | 20";"";"51 | 42";"1.8 | 0.9";"47 | 46";"6.9 | 11";"7";"71 | 0";"29";"50 | 20";"30 | 30";"20 | 50";"60 | 30";"80 | 50";"70 | 70";"50 | 80";"0x0 | 1x0";"18.7";"1.5 | 0.6";"0.5 | 1.2";"1.9";"51 | 47";"1 | 2";"10 | 10";"10.3 | 6.6";"8.1 | 12.4";"5.8";"3.7 | 2.2";"4.9 | 0.8";"2.7 | 2";"3.1 | 1.9";"4.8";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Botev Vratsa";"";"";"Beitar Jerusalem";"";"";"70 | 66";"54 | 58";"";"49 | 55";"1.9 | 1.9";"52 | 51";"6.4 | 6.4";"";"";"";"50 | 50";"40 | 40";"10 | 10";"63 | 63";"90 | 90";"60 | 60";"50 | 50";"1x1 | 1x1";"23.4";"1.6 | 1.7";"1 | 1.1";"2.7";"49 | 52";"1 | 2";"10 | 10";"10.3 | 14.6";"10.7 | 11.3";"7.6";"3.7 | 3.6";"3.6 | 4.4";"1.9 | 2.8";"2.8 | 2.4";"5";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Yenisey";"";"";"Zenit II";"";"";"100 | 35";"54 | 68";"";"56 | 46";"2 | 1.6";"62 | 46";"3 | 4.2";"4";"50 | 50";"0";"60 | 50";"20 | 10";"20 | 40";"67 | 53";"80 | 60";"80 | 90";"40 | 50";"0x0 | 1x2";"13.1";"1.6 | 2";"0.4 | 2";"3";"46 | 49";"1 | 2";"10 | 10";"4.8 | 8.4";"4.5 | 8.4";"4.9";"1.7 | 3.1";"1.7 | 3.4";"2.1 | 2.5";"2 | 3";"4.8";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Wiener Sport-Club";"";"";"Floridsdorfer AC";"";"";"70 | 66";"95 | 58";"";"58 | 49";"2.2 | 1.3";"55 | 47";"4.3 | 5.1";"";"";"";"70 | 40";"10 | 10";"20 | 50";"73 | 43";"80 | 50";"90 | 90";"30 | 60";"4x0 | 0x5";"20.8";"2.8 | 1.7";"1 | 1.1";"3.3";"57 | 51";"1 | 2";"10 | 10";"12.1 | 9.1";"8.8 | 11.7";"7.6";"2.7 | 3.2";"5.8 | 3.4";"1.8 | 1.6";"2.1 | 1.8";"3.6";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Universitatea Cluj";"";"";"Nyíregyháza Spartacus";"";"";"70 | 38";"31 | 48";"";"43 | 54";"1.3 | 1.2";"39 | 52";"8.9 | 7.8";"";"";"";"30 | 30";"40 | 30";"30 | 40";"43 | 40";"70 | 60";"60 | 70";"70 | 70";"1x0 | 1x1";"25.1";"0.9 | 1.4";"1 | 1.9";"2.6";"46 | 52";"1 | 2";"10 | 10";"9.7 | 14.4";"14.5 | 11.6";"8.2";"3.7 | 4.9";"3 | 4.9";"3 | 1.7";"1.9 | 2.3";"4.4";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Sønderjyske Fodbold";"";"";"Viking";"";"";"28 | 70";"44 | 99";"";"38 | 58";"1 | 2.7";"37 | 53";"6.3 | 4";"";"";"";"30 | 90";"10 | 0";"60 | 10";"33 | 90";"40 | 90";"90 | 100";"70 | 10";"1x2 | 1x2";"27.1";"1.3 | 2.9";"2.2 | 1";"3.7";"42 | 52";"1 | 2";"10 | 10";"10.8 | 14.8";"18.5 | 10.1";"9.6";"5.8 | 2.7";"4.6 | 6";"1.7 | 2.1";"1.5 | 2.1";"3.7";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Rostov";"";"";"Dinamo Stavropol'";"";"";"74 | 63";"27 | 44";"";"50 | 30";"1.1 | 1.3";"48 | 27";"9.9 | 4.6";"";"";"";"30 | 40";"20 | 10";"50 | 50";"37 | 43";"50 | 50";"80 | 90";"70 | 60";"0x1 | 1x0";"18.2";"0.8 | 1.3";"0.9 | 1.2";"2.1";"46 | 36";"1 | 2";"10 | 10";"10.1 | 6";"11.4 | 8.8";"5.9";"3.4 | 2.6";"3.9 | 2";"2.2 | 2.3";"2.2 | 1.7";"4.2";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"SC Heerenveen";"";"";"De Graafschap";"";"";"60 | 52";"58 | 71";"";"46 | 51";"1.7 | 1.5";"47 | 51";"5.5 | 5.5";"10";"50 | 30";"20";"50 | 40";"20 | 30";"30 | 30";"57 | 50";"70 | 70";"80 | 70";"50 | 60";"2x1 | 2x2";"30.5";"1.7 | 2.1";"1.3 | 1.5";"3.3";"50 | 55";"1 | 2";"10 | 10";"13.2 | 14.8";"18.9 | 14.1";"11.6";"6.5 | 4.9";"5.6 | 6.3";"1.3 | 0.9";"1.3 | 1.6";"2.6";"2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"CANCELLED";"Hallescher FC";"";"";"Schöningen";"";"";"52 | 14";"71 | 51";"";"";"1.3 | 0.7";"";"";"";"";"";"40 | 20";"10 | 10";"50 | 70";"43 | 23";"50 | 30";"90 | 90";"60 | 80";"2x3 | 1x0";"";"2.1 | 1.5";"1.5 | 2.6";"3.8";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"2.1"
