"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"Chile";"CHI";"Chilean Cup";"30-06-2026 19:00";"NS";"Audax Italiano";"";"";"Palestino";"2.28";"2.81";"60 | 66";"41 | 54";"5";"46 | 48";"1.5 | 1.5";"49 | 50";"7.9 | 8.7";"10";"30 | 30";"40";"40 | 40";"30 | 30";"30 | 30";"50 | 50";"70 | 70";"70 | 70";"60 | 60";"2x1 | 1x2";"29.7";"1.2 | 1.6";"1.3 | 1.1";"2.6";"51 | 46";"";"10 | 10";"12 | 16.1";"15.6 | 15.7";"10.2";"4.6 | 5.9";"3.7 | 6.3";"2.5 | 2.7";"2.6 | 2.1";"4.9";"4.5"
"Chile";"CHI";"Chilean Cup";"30-06-2026 21:30";"NS";"Universidad Católica";"";"";"Everton";"1.50";"5.10";"80 | 56";"99 | 58";"1";"53 | 50";"2.7 | 1.5";"56 | 57";"4.4 | 6.7";"10";"40 | 30";"30";"90 | 40";"0 | 30";"10 | 30";"90 | 50";"90 | 70";"100 | 70";"10 | 60";"2x0 | 2x1";"27.8";"2.9 | 1.7";"0.7 | 1.4";"3.4";"58 | 44";"";"10 | 10";"15.1 | 13.4";"12.2 | 14.8";"9.2";"2.7 | 5";"5.3 | 5.3";"2.3 | 2.6";"2.9 | 3.6";"5.7";"4.5"
"Paraguay";"PAR";"Copa Paraguay";"30-06-2026 13:00";"NS";"General Caballero CG";"";"";"29 de Setiembre";"8.90";"1.24";"42 | 2";"17 | 24";"4";"";"0.5 | 0";"";"";"";"";"";"0 | 0";"50 | 0";"50 | 100";"17 | 0";"50 | 0";"50 | 100";"100 | 100";"1x1 | 3x1";"";"0.5 | 0.7";"1.8 | 4";"3.5";"";"";"6 | 3";"";"";"";"";"";"";"";"";"5.2"
"Paraguay";"PAR";"Copa Paraguay";"30-06-2026 15:30";"NS";"Olimpia Itá";"";"";"Sportivo Valois Rivarola";"1.25";"10.00";"25 | 2";"34 | 41";"3";"";"0.2 | 1.5";"";"";"";"";"";"0 | 50";"17 | 0";"83 | 50";"6 | 50";"17 | 50";"83 | 100";"100 | 50";"1x2 | 1x2";"";"1 | 1.2";"2.3 | 4.8";"4.6";"";"";"6 | 4";"";"";"";"";"";"2.5 | 1.5";"1 | 3";"4";"5.2"
"Paraguay";"PAR";"Copa Paraguay";"30-06-2026 18:00";"NS";"14 de Mayo F. Yegros";"";"";"Campo Florido";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" | ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Argentina";"ARG";"Primera C";"30-06-2026 15:00";"NS";"Central Ballester";"";"";"Atlas";"3.52";"2.17";"56 | 70";"27 | 31";"5";"43 | 53";"0.9 | 1.2";"44 | 56";"7 | 11.4";"10";"30 | 50";"20";"20 | 30";"30 | 30";"50 | 40";"30 | 40";"50 | 60";"70 | 70";"80 | 70";"0x0 | 1x0";"16.6";"0.8 | 0.9";"1.4 | 1";"2";"49 | 47";"22 | 23";"10 | 10";"5.6 | 10.3";"8.1 | 9.2";"6.6";"3.4 | 3.4";"2.1 | 4.3";"3.4 | 3.5";"2.2 | 3.7";"6.4";"6.4"
"Argentina";"ARG";"Primera C";"30-06-2026 15:00";"NS";"Claypole";"";"";"Cañuelas";"3.95";"1.89";"60 | 84";"27 | 44";"2";"54 | 53";"1.2 | 1.9";"60 | 54";"9.9 | 6.6";"10";"20 | 50";"30";"30 | 50";"30 | 40";"40 | 10";"40 | 63";"60 | 90";"70 | 60";"70 | 50";"0x0 | 0x0";"16.4";"0.8 | 1.3";"1.3 | 0.6";"2";"51 | 52";"20 | 6";"10 | 10";"8.4 | 8.6";"8.4 | 7.3";"7";"3.1 | 3.6";"3.1 | 4.1";"3 | 3.1";"3.7 | 3.2";"6.5";"6.4"
"Australia";"AUS";"New South Wales";"30-06-2026 07:00";"FT";"SD Raiders";"0";"1";"Sydney II";"2.42";"2.46";"66 | 60";"51 | 48";"5";"49 | 49";"1.8 | 1.8";"43 | 56";"7.3 | 8.7";"";"";"";"50 | 50";"30 | 30";"20 | 20";"60 | 60";"80 | 80";"70 | 70";"50 | 50";"2x1 | 0x0";"21.6";"1.5 | 1.4";"1.1 | 1.3";"2.7";"51 | 47";"10 | 6";"10 | 10";"10.9 | 12.1";"10.2 | 10";"9.4";"3.9 | 4.6";"5.7 | 4.7";"3 | 1.9";"2.7 | 1.4";"4.5";"3.7"
"Australia";"AUS";"Brisbane Reserves Premier League";"30-06-2026 06:30";"NS";"Newmarket U23";"";"";"North Lakes United U23";"";"";"46 | 32";"100 | 61";"";"";"2.4 | 1";"";"";"";"";"";"80 | 30";"0 | 10";"20 | 60";"80 | 33";"80 | 40";"100 | 90";"20 | 70";"4x1 | 0x3";"";"5.8 | 1.8";"1.7 | 2.1";"5.7";"";"4 | 8";"10 | 10";"";"";"";"";"";"";"";"";"0"
"Australia";"AUS";"Queensland Premier League";"30-06-2026 07:30";"INPLAY_2ND_HALF";"Logan Lightning";"4";"1";"Redlands United";"2.35";"2.30";"52 | 38";"41 | 75";"5";"55 | 50";"1.3 | 1.1";"61 | 56";"11.6 | 5.2";"5";"60 | 20";"20";"40 | 30";"10 | 20";"50 | 50";"43 | 37";"50 | 50";"90 | 80";"60 | 70";"1x3 | 4x2";"22.8";"1.2 | 2.2";"1.5 | 1.9";"3.4";"54 | 48";"9 | 8";"10 | 10";"13.9 | 11.5";"10.4 | 10";"11.7";"5.9 | 5.1";"6.4 | 6.1";"1.5 | 1.6";"0.5 | 1.8";"2.7";"4"
"Australia";"AUS";"New South Wales NPL Youth League";"30-06-2026 05:00";"DELAYED";"SD Raiders U20";"";"";"Sydney U20";"2.85";"2.18";"35 | 42";"65 | 85";"5";"52 | 50";"1.5 | 1.8";"50 | 60";"7.2 | 4";"";"";"";"40 | 50";"30 | 30";"30 | 20";"50 | 60";"70 | 80";"70 | 70";"60 | 50";"2x2 | 0x2";"22.8";"1.9 | 2.5";"2 | 1.8";"4.1";"51 | 49";"7 | 5";"10 | 10";"13.6 | 10.1";"11.5 | 10.4";"11.4";"6.1 | 4.4";"6 | 6.2";"0.9 | 0.9";"1.2 | 2.2";"2.6";"3"
"Australia";"AUS";"Victoria NPL 2 Youth";"30-06-2026 06:00";"AWAITING_UPDATES";"Bayside Argonauts U23";"";"";"Kingston City U23";"";"";"38 | 2";"65 | 65";"";"";"1.4 | 0.7";"";"";"";"";"";"40 | 20";"20 | 10";"40 | 70";"47 | 23";"60 | 30";"80 | 90";"60 | 80";"2x0 | 0x1";"";"1.9 | 1.9";"1.9 | 5";"5.4";"";"7 | 13";"10 | 10";"";"";"";"";"";"";"";"";"0"
"Australia";"AUS";"Victoria Dockerty Cup";"30-06-2026 06:30";"FT";"Brunswick Juventus";"0";"2";"Heidelberg United";"";"";"60 | 63";"27 | 61";"";"54 | 64";"1.4 | 1.6";"56 | 69";"10.1 | 8.4";"";"";"";"40 | 50";"20 | 10";"40 | 40";"47 | 53";"60 | 60";"80 | 90";"60 | 50";"1x0 | 1x0";"18.8";"0.8 | 1.8";"1.3 | 1.2";"2.6";"51 | 58";"";"10 | 10";"8.1 | 15.2";"7.3 | 7";"8.8";"3.3 | 3.8";"2.8 | 7.7";"2.4 | 1.1";"2.1 | 0.8";"3.2";""
"Australia";"AUS";"Queensland PL Youth";"30-06-2026 05:30";"FT";"Logan Lightning U23";"0";"0";"Redlands United U23";"";"";"52 | 4";"100 | 37";"";"56 | 48";"2.3 | 0.6";"69 | 52";"4.7 | 10.2";"2";"100 | 0";"0";"70 | 20";"20 | 0";"10 | 80";"77 | 20";"90 | 20";"80 | 100";"30 | 80";"0x0 | 2x0";"24.6";"3.1 | 1.1";"1.5 | 2.9";"4.3";"55 | 45";"5 | 10";"10 | 10";"14.6 | 11.2";"11.2 | 12.2";"11.9";"5.1 | 6.2";"7.4 | 5";"0.9 | 0.5";"0.4 | 0.9";"1.4";"2.4"
"Australia";"AUS";"Queensland PL Youth";"30-06-2026 06:30";"TBA";"Robina City U23";"";"";"Capalaba U23";"";"";"32 | 10";"100 | 48";"";"57 | 41";"2.1 | 0.6";"65 | 43";"3.7 | 5.5";"";"";"";"70 | 20";"0 | 0";"30 | 80";"70 | 20";"70 | 20";"100 | 100";"30 | 80";"4x2 | 2x0";"21.8";"3.7 | 1.4";"2.1 | 2.7";"4.9";"57 | 46";"3 | 11";"10 | 10";"13.6 | 7.7";"9 | 13.4";"11.6";"5.4 | 6.6";"8 | 3.2";"0.9 | 1.3";"1 | 1.4";"2.3";"2.4"
"Brazil";"BRA";"Serie C";"30-06-2026 19:30";"NS";"Caxias";"";"";"Anápolis";"1.66";"4.82";"80 | 66";"41 | 37";"1";"51 | 49";"1.7 | 1.2";"53 | 58";"10.4 | 12.6";"";"";"";"40 | 30";"50 | 30";"10 | 40";"57 | 40";"90 | 60";"50 | 70";"60 | 70";"1x1 | 1x0";"24.8";"1.2 | 1.1";"0.7 | 1.1";"2";"51 | 46";"10 | 20";"10 | 10";"12.5 | 13.9";"10.9 | 12.2";"9.2";"4 | 4.3";"5.3 | 4.7";"2.7 | 3";"3.5 | 3";"6.1";"5.5"
"Brazil";"BRA";"Serie C";"30-06-2026 20:30";"NS";"Botafogo PB";"";"";"Brusque";"1.96";"3.54";"46 | 70";"44 | 51";"1";"51 | 43";"0.9 | 1.8";"58 | 50";"11.1 | 7.9";"2";"0 | 100";"0";"20 | 50";"30 | 30";"50 | 20";"30 | 60";"50 | 80";"70 | 70";"80 | 50";"0x1 | 1x0";"27.8";"1.3 | 1.5";"1.7 | 1";"2.8";"51 | 45";"16 | 2";"10 | 10";"14.4 | 11.8";"13.1 | 16.3";"9.8";"5.3 | 4.9";"5 | 4.4";"2.5 | 2.6";"2.1 | 2.5";"4.8";"5.5"
"Brazil";"BRA";"Serie C";"30-06-2026 20:30";"NS";"Volta Redonda";"";"";"Amazonas";"1.92";"4.02";"60 | 52";"27 | 37";"1";"49 | 49";"1.2 | 1.2";"54 | 51";"14.8 | 7.4";"5";"20 | 60";"20";"30 | 30";"30 | 30";"40 | 40";"40 | 40";"60 | 60";"70 | 70";"70 | 70";"1x0 | 1x1";"21.5";"0.8 | 1.1";"1.3 | 1.5";"2.4";"50 | 50";"14 | 9";"10 | 10";"11.8 | 8.1";"12 | 11";"8.2";"4.8 | 4.4";"4.3 | 2.8";"2.5 | 3.5";"2.6 | 3.3";"5.9";"5.5"
"Brazil";"BRA";"Amazonense U20";"30-06-2026 16:00";"NS";"Desportivo Librade U20";"";"";"Clipper U20";"";"";"2 | 10";"27 | 31";"";"20 | 62";"0 | 0.3";"0 | 56";"";"";"";"";"0 | 10";"0 | 0";"100 | 90";"0 | 10";"0 | 10";"100 | 100";"100 | 90";"1x4 | 1x0";"";"0.8 | 0.9";"6.3 | 2.7";"5.4";"";"10 | 7";"10 | 10";"";"";"";"";"";"";"";"";"5.7"
"Brazil";"BRA";"Amazonense U20";"30-06-2026 16:00";"NS";"Inter Academy U20";"";"";"Sul América U20";"";"";"2 | 18";"20 | 44";"";"";"0 | 0.8";"";"";"";"";"";"0 | 20";"0 | 20";"100 | 60";"0 | 27";"0 | 40";"100 | 80";"100 | 80";"1x2 | 2x1";"";"0.6 | 1.3";"5 | 2.5";"4.7";"";"9 | 8";"10 | 10";"";"";"";"";"";"";"";"";"5.7"
"Brazil";"BRA";"Paraibano U20";"30-06-2026 19:30";"NS";"Treze U20";"";"";"Queimadense U20";"1.72";"3.70";"63 | 49";"75 | 85";"1";"79 | 41";"2 | 1.3";"81 | 45";"8.6 | 3.6";"6";"33 | 17";"50";"60 | 30";"20 | 40";"20 | 30";"67 | 43";"80 | 70";"80 | 60";"40 | 70";"2x1 | 2x1";"17.8";"2.2 | 2.5";"1.2 | 1.6";"3.8";"59 | 46";"1 | 2";"10 | 10";"19 | 9";"3.3 | 4.3";"8.5";"1.3 | 2.3";"9.7 | 3.7";"3.7 | 2.8";"2.3 | 3";"5.9";"6"
"Denmark";"DEN";"Future Cup";"30-06-2026 07:00";"CANCELLED";"Nordsjælland Res.";"";"";"Lyngby Res.";"";"";"60 | 42";"71 | 58";"";"59 | 47";"2 | 1.1";"58 | 36";"5.8 | 6";"8";"50 | 12";"38";"60 | 30";"20 | 20";"20 | 50";"67 | 37";"80 | 50";"80 | 80";"40 | 70";"1x3 | 3x1";"20";"2.1 | 1.7";"1.3 | 1.8";"3.4";"56 | 47";"";"10 | 10";"12.1 | 10.2";"9 | 8.6";"8.9";"3.3 | 4.2";"5.5 | 4.8";"0.7 | 1.6";"1.2 | 0.7";"2";"1.4"
"Estonia";"EST";"Esiliiga A";"30-06-2026 13:00";"NS";"Nõmme United II";"";"";"Flora II";"5.74";"1.35";"10 | 56";"58 | 100";"2";"44 | 51";"0.8 | 2.3";"56 | 61";"7.1 | 4.3";"";"";"";"20 | 70";"20 | 20";"60 | 10";"27 | 77";"40 | 90";"80 | 80";"80 | 30";"1x2 | 0x5";"27.7";"1.7 | 3.1";"2.7 | 1.4";"4.4";"48 | 52";"8 | 3";"10 | 10";"12 | 13.3";"17.1 | 13";"12.6";"7.5 | 5.5";"5.2 | 7";"1.9 | 1.4";"2.6 | 2.3";"4.1";"4.4"
"Estonia";"EST";"Estonian Cup";"30-06-2026 13:30";"NS";"Jarva-Jaani";"";"";"Elva";"";"";"2 | 38";"37 | 58";"";"";"0.7 | 1.3";"";"";"";"";"";"20 | 40";"10 | 10";"70 | 50";"23 | 43";"30 | 50";"90 | 90";"80 | 60";"0x0 | 1x0";"";"1.1 | 1.7";"4.3 | 1.9";"4.5";"";"";"10 | 10";"";"";"";"";"";"1 | 1.7";"0.5 | 2.2";"2.7";"4.5"
"Finland";"FIN";"Finland Cup";"30-06-2026 12:00";"NS";"VPS";"";"";"Inter Turku";"3.34";"2.05";"80 | 70";"78 | 65";"5";"52 | 55";"1.9 | 2.2";"53 | 52";"4.5 | 4.9";"10";"40 | 40";"20";"50 | 60";"40 | 40";"10 | 0";"63 | 73";"90 | 100";"60 | 60";"50 | 40";"1x1 | 1x2";"23.1";"2.3 | 1.9";"0.7 | 1";"3";"51 | 53";"";"10 | 10";"12.7 | 11.7";"11.9 | 9.9";"8.4";"2.7 | 3.5";"6.1 | 4.4";"1.7 | 1.8";"1.9 | 2.6";"4";"3.3"
"Finland";"FIN";"Kakkonen";"30-06-2026 12:30";"NS";"SJK Akatemia II";"";"";"Vaajakoski";"2.04";"2.60";"21 | 21";"51 | 61";"5";"49 | 50";"1 | 1";"56 | 55";"7.1 | 6.8";"";"";"";"30 | 30";"10 | 10";"60 | 60";"33 | 33";"40 | 40";"90 | 90";"70 | 70";"0x4 | 2x3";"25.4";"1.5 | 1.8";"2.4 | 2.4";"4";"55 | 49";"9 | 8";"10 | 10";"10.6 | 12.3";"16.1 | 11.8";"10.8";"6.6 | 4.6";"4.4 | 5.9";"1.9 | 2.3";"2.1 | 1.9";"4.1";"4.3"
"Finland";"FIN";"Kolmonen - Southern Group";"30-06-2026 14:00";"NS";"PPJ / Lauttasaari";"";"";"Atlantis / PM";"1.34";"5.89";"56 | 2";"100 | 75";"1";"61 | 53";"2.1 | 1.1";"70 | 56";"4.6 | 5.9";"";"";"";"60 | 30";"30 | 20";"10 | 50";"70 | 37";"90 | 50";"70 | 80";"40 | 70";"2x2 | 2x2";"24.5";"3.7 | 2.2";"1.4 | 3.2";"5.2";"56 | 49";"3 | 10";"10 | 10";"16.9 | 13";"8.1 | 11";"13.6";"4.1 | 6.6";"9.1 | 7.3";"1.2 | 1.7";"2 | 1.7";"3.3";"3.6"
"Germany";"GER";"Reg. Cup Bayern";"30-06-2026 14:00";"NS";"Dingolfing";"";"";"Sportfreunde Schwaig";"";"";"74 | 70";"100 | 58";"";"";"2.6 | 1.5";"";"";"";"";"";"80 | 40";"20 | 30";"0 | 30";"87 | 50";"100 | 70";"80 | 70";"20 | 60";"3x1 | 0x4";"";"3.5 | 1.7";"0.9 | 1";"3.6";"";"";"10 | 10";"";"";"";"";"";"";"";"";""
"Republic of Ireland";"IRL";"Leinster Senior Cup";"30-06-2026 15:45";"NS";"Bray Wanderers";"";"";"St Patrick's";"4.72";"1.52";"46 | 77";"92 | 41";"2";"56 | 61";"1.8 | 1.5";"56 | 61";"4.5 | 10.2";"10";"10 | 90";"0";"50 | 40";"30 | 30";"20 | 30";"60 | 50";"80 | 70";"70 | 70";"50 | 60";"2x2 | 0x2";"23.2";"2.7 | 1.2";"1.7 | 0.8";"3.2";"55 | 55";"";"10 | 10";"12.1 | 17.4";"6.9 | 10.1";"8.7";"3.5 | 3.1";"6 | 4.8";"3 | 1.7";"4.3 | 2.8";"5.9";"2.8"
"Iceland";"ISL";"U19 League";"30-06-2026 17:00";"NS";"Fylkir / Ellidi U19";"";"";"HK / Ýmir U19";"6.47";"1.28";"4 | 46";"82 | 88";"4";"46 | 51";"1.1 | 1.5";"58 | 49";"6.2 | 5.3";"9";"22 | 33";"44";"30 | 50";"20 | 0";"50 | 50";"37 | 50";"50 | 50";"80 | 100";"70 | 50";"2x2 | 2x1";"28.9";"2.4 | 2.6";"2.9 | 1.7";"4.8";"44 | 51";"1 | 2";"10 | 10";"15 | 13.7";"18.8 | 10.3";"17.2";"9.5 | 7";"9 | 9";"2 | 1.7";"3.2 | 3";"5";"4.3"
