"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora"
"Australia";"AUS";"Queensland NPL Women";"30-06-2026 06:30";"FT";"Sunshine Coast Wanderers W";"0";"1";"Brisbane Olympic W";"0.4 | 1.9";"0.7 | 2.1";"1.9 | 1.2";"90";"64";"64";"36";"84";"3";"3";"13 | 63";"";"";"";"";"";"";"22.2";"8 | 11.4";"13.9 | 11"
"Australia";"AUS";"Queensland NPL Women";"30-06-2026 07:15";"FT";"Capalaba W";"3";"0";"FQ QAS W";"0.8 | 1";"1.2 | 1.6";"2.4 | 2.9";"94";"79";"68";"21";"84";"4.1";"4";"26 | 33";"";"";"";"";"";"";"22.4";"8.4 | 11";"16.8 | 8.6"
"Australia";"AUS";"Queensland NPL Women";"30-06-2026 07:15";"FT";"Brisbane City W";"6";"0";"Souths Strikers W";"2.2 | 0";"2.3 | 1.3";"0.4 | 3.7";"90";"70";"54";"30";"70";"3.8";"2";"73 | 0";"";"";"";"";"";"";"24.4";"13.8 | 5.3";"8.1 | 21.7"
"Australia";"AUS";"Victoria Women's State Knockout Cup";"30-06-2026 06:00";"FT_PEN";"Box Hill United W";"3";"3";"Bulleen Lions W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Victoria Women's State Knockout Cup";"30-06-2026 07:00";"TBA";"Alamein W";"0";"0";"Essendon Royals W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Victoria Women's State Knockout Cup";"30-06-2026 07:00";"FT";"Bentleigh Greens W";"2";"3";"South Melbourne W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Euro U19 Women";"30-06-2026 12:00";"NS";"Bosnia & Herzegovina U19 W";"";"";"Sweden U19 W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Euro U19 Women";"30-06-2026 15:00";"NS";"Poland U19 W";"";"";"Germany U19 W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Women's Cup";"30-06-2026 13:00";"NS";"PK-35 Vantaa W";"";"";"HJK W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Ykkönen Women";"30-06-2026 12:30";"NS";"HJK II W";"";"";"PKKU W";"2.7 | 0.5";"3.2 | 1.3";"0.7 | 2.3";"92";"75";"58";"25";"83";"3.8";"4";"89 | 17";"";"";"";"";"";"";"19.4";"12.8 | 7.2";"6.5 | 12.2"
"Vietnam";"VIE";"Women's National League";"30-06-2026 06:00";"FT";"PP Ha Nam W";"2";"1";"TKS Viet Nam W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Vietnam";"VIE";"Women's National League";"30-06-2026 06:00";"FT";"Hà Nội II W";"1";"1";"Ho Chi Minh City II W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 07:00";"FT";"Kazincbarcika";"0";"0";"Zemplín Michalovce";"3 | 0.7";"2 | 1.5";"0.5 | 2.3";"66";"58";"66";"42";"42";"3.2";"3";"100 | 22";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 09:00";"INPLAY_1ST_HALF";"RKC Waalwijk";"0";"0";"Rot-Weiß Oberhausen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 09:00";"INPLAY_1ST_HALF";"Olimpia Grudziądz";"2";"1";"Petrolul 52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 09:00";"CANCELLED";"Clydebank";"";"";"Hamilton Academical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 11:00";"NS";"CSKA Moskva";"";"";"Shinnik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 11:00";"NS";"Aarau";"";"";"St. Gallen II";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 12:00";"NS";"Nyíregyháza Spartacus";"";"";"Zbrojovka Brno";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 12:00";"NS";"Táborsko";"";"";"Amstetten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 13:00";"NS";"Sturm Graz";"";"";"LNZ Cherkasy";"2.3 | 2.3";"3.3 | 1.3";"1 | 0.3";"84";"50";"50";"50";"84";"3";"3";"78 | 78";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 13:00";"NS";"Levski Sofia";"";"";"Radnik Surdulica";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 13:30";"NS";"Chemie Leipzig";"";"";"Eichstätt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 13:30";"NS";"Musselburgh Athletic";"";"";"Spartans";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 13:45";"NS";"Nairn County";"";"";"Elgin City";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 14:30";"NS";"FC Eindhoven";"";"";"UNA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:00";"NS";"Cove Rangers";"";"";"Inverurie Loco Works";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:30";"NS";"Ayr United";"";"";"Dumbarton";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:30";"NS";"Alloa Athletic";"";"";"Livingston";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:30";"NS";"Clachnacuddin";"";"";"Ross County";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:45";"NS";"Clyde";"";"";"Queen's Park";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:45";"NS";"Forfar Athletic";"";"";"St. Johnstone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 15:45";"NS";"Gretna 2008";"";"";"Annan Athletic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 16:00";"NS";"Shamrock Rovers";"";"";"Hibernian";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Wisła Kraków";"";"";"Puszcza Niepołomice";"1 | 0.5";"2 | 0.5";"1.8 | 2";"90";"55";"55";"45";"80";"3.2";"3";"33 | 17";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Botev Vratsa";"";"";"Spartak Pleven";"1 | 0";"1 | 0";"1 | 3";"84";"42";"34";"58";"66";"2.5";"3";"33 | 0";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"KAMAZ";"";"";"Neftekhimik";"2 | 1.7";"1.5 | 0.7";"0.5 | 0.3";"42";"12";"42";"88";"42";"1.5";"2";"67 | 56";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Celje";"";"";"Hajduk Split";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"KSC Lokeren";"";"";"Oudenaarde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"ŁKS Łódź";"";"";"Stal Mielec";"3 | 0";"3 | 0";"0.3 | 4.5";"100";"84";"16";"16";"34";"3.9";"4";"100 | 0";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Krylya Sovetov";"";"";"Sokol Saratov";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Pardubice";"";"";"Žilina";"1.5 | 1";"1.5 | 1.8";"1 | 1.2";"88";"62";"50";"38";"75";"2.8";"4";"50 | 33";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Rudeš";"";"";"Čukarički";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Zagłębie Lubin";"";"";"Podbrezová";"1 | 1";"1.5 | 1.7";"1.5 | 2.7";"71";"71";"58";"29";"71";"3.6";"4";"33 | 33";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Arda";"";"";"Rilski Sportist";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"MTK";"";"";"Vasas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Thes Sport";"";"";"Sint-Truiden";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Odra Opole";"";"";"Pardubice";"1.6 | 2";"1.4 | 0.5";"0.8 | 0";"30";"30";"20";"70";"55";"1.4";"2";"53 | 67";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Correcaminos UAT";"";"";"Necaxa";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Mačva Šabac";"";"";"Novi Pazar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Botev Plovdiv";"";"";"Spartak Varna";"3 | 2";"2.2 | 1.3";"0.2 | 0.7";"48";"42";"29";"58";"71";"2.2";"3";"100 | 67";"";"";"";"";"";"";"20";"13 | 9.7";"8.7 | 8.7"
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Chrobry Głogów";"";"";"Falubaz Zielona Góra";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Katowice";"";"";"Piast Gliwice";"2.4 | 1.3";"2.8 | 0.7";"0.8 | 1.3";"84";"56";"26";"44";"100";"2.8";"3";"80 | 44";"";"";"";"";"";"";"18.8";"9.5 | 9.7";"6 | 12.3"
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Katowice";"";"";"Miedź Legnica";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"NS";"Viktoria Plzeň";"";"";"Spartak Trnava";"3 | 1";"3.5 | 0.7";"1.5 | 1.7";"84";"66";"66";"34";"84";"3.6";"3";"100 | 33";"";"";"";"";"";"";"18";"14 | 4.5";"8.5 | 9"
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"CANCELLED";"Arsenal Česká Lípa";"";"";"Erzgebirge Aue";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"30-06-2026 21:00";"CANCELLED";"Baník Ostrava";"";"";"Hanácká";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Vitória U17";"";"";"Vasco da Gama U17";"0 | 0";"0 | 1";"1.5 | 2.5";"75";"25";"25";"75";"25";"2.5";"";"0 | 0";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Botafogo U17";"";"";"Atlético Mineiro U17";"0.5 | 2";"1.5 | 2";"3.5 | 1";"100";"50";"100";"50";"0";"4";"";"17 | 67";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Santos U17";"";"";"Corinthians U17";"1.5 | 1.5";"0.5 | 2";"0.5 | 1.5";"50";"25";"25";"75";"25";"2.2";"";"50 | 50";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Flamengo U17";"";"";"Juventude U17";"0 | 1.5";"0.5 | 1";"2 | 1.5";"50";"50";"50";"50";"0";"2.5";"";"0 | 50";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Internacional U17";"";"";"Fluminense U17";"1.5 | 3";"1.5 | 2.5";"3 | 0.5";"75";"75";"75";"25";"0";"3.8";"";"50 | 100";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Grêmio U17";"";"";"Atlético GO U17";"1.5 | 0";"1 | 0.5";"1 | 2";"50";"50";"50";"50";"0";"2.2";"";"50 | 0";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Fortaleza U17";"";"";"Bahia U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 15:00";"NS";"Cruzeiro U17";"";"";"São Paulo U17";"3 | 1";"2.5 | 0.5";"1 | 0.5";"75";"25";"50";"75";"25";"2.2";"";"100 | 33";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"30-06-2026 16:00";"NS";"Palmeiras U17";"";"";"Athletico PR U17";"3 | 0.5";"4.5 | 0.5";"1 | 1.5";"100";"50";"75";"50";"75";"3.8";"";"100 | 17";"";"";"";"";"";"";"";"";""
