"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"Asheville City";"";"";"SC United Bantams";"";"";"";"";"4 | 5";"72 | 60";"";"51 | 61";"84";"";"2.6";"3";"1.5 | 1.8";"0.3 | 1.6";"48";"56";"48";"80";"3.6";"";"";"";"2.2 | 1.8";"";"100 | 49";"67 | 40";"";"0.3 | 0.6";"0.2 | 0.6";"1.8";"0.8";"0.2 | 1";"1.2 | 1.2";"";"67 | 60";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"SF Glens";"";"";"San Juan SC";"";"";"";"";"4 | 8";"40 | 17";"";"27 | 41";"80";"";"3.1";"4";"0.8 | 1.2";"1.2 | 3";"45";"80";"70";"62";"3.6";"22";"10.8";"8.2";"1.2 | 0.5";"8";"63 | 0";"60 | 25";"";"0.4 | 0.2";"0.6 | 1.8";"1.6";"1.5";"0.6 | 1.2";"0.4 | 1";"";"40 | 0";"4.8 | 5";"3.2 | 3.5";"8.7";"62";"50"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Lehigh Valley Utd. Sonic";"";"";"Ocean City Nor'easters";"";"";"";"";"2 | 1";"100 | 100";"";"85 | 95";"83";"";"3.2";"4";"2.5 | 2.8";"0.7 | 0.5";"50";"83";"75";"50";"3.6";"26.6";"11.8";"11.1";"3 | 3";"10";"80 | 88";"50 | 50";"";"1.5 | 1.3";"0.2 | 0.3";"1.6";"1.7";"0.5 | 0.2";"1 | 1.5";"";"100 | 100";"7 | 6.5";"4 | 4.8";"8.7";"100";"75"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Reading United";"";"";"Eagle FC";"";"";"";"";"4 | 9";"58 | 8";"";"85 | 27";"100";"";"3.9";"3";"2.5 | 0.8";"1.5 | 3";"75";"100";"75";"25";"3.6";"";"";"";"1.8 | 0.2";"";"52 | 0";"75 | 75";"";"1.5 | 0.2";"1 | 1.5";"1.8";"2.2";"0.5 | 1.5";"1 | 0.5";"";"50 | 0";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Connecticut Rush";"";"";"AC Connecticut";"1.48";"5.23";"1.08";"1.68";"6 | 9";"22 | 0";"1";"41 | 27";"72";"";"3";"3";"1.2 | 0.8";"1.8 | 2.2";"64";"82";"64";"64";"3.6";"25";"10.8";"7.1";"0.7 | 0";"8";"42 | 28";"67 | 60";"";"0.5 | 0.2";"1 | 1.2";"1.6";"1.4";"0.8 | 1";"0.7 | 0.6";"";"17 | 0";"3.2 | 2";"3 | 6";"8.7";"38";"38"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Virginia Beach United";"";"";"Loudoun United II";"1.34";"6.70";"";"";"2 | 6";"67 | 47";"1";"100 | 95";"100";"";"4.7";"4";"3 | 2.8";"1.4 | 2.2";"70";"80";"80";"30";"3.6";"19.8";"10.5";"8.2";"2 | 1.4";"8";"56 | 28";"40 | 60";"";"1.4 | 1.4";"0.6 | 1";"2.5";"2.2";"0.8 | 1.2";"1.6 | 1.4";"";"60 | 40";"2.5 | 5.5";"3.5 | 5";"8.7";"50";"50"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Hudson Valley Hammers";"";"";"Manhattan";"";"";"";"";"4 | 6";"67 | 33";"";"100 | 61";"100";"";"4.8";"4";"3 | 1.8";"2.7 | 2.2";"75";"88";"100";"12";"3.6";"";"";"";"2 | 1";"";"10 | 28";"33 | 75";"";"0.3 | 0.2";"2 | 0.8";"3.2";"1.6";"0.7 | 1.5";"2.7 | 1.5";"";"67 | 25";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Miami";"";"";"Fort Lauderdale United";"8.42";"1.26";"";"";"6 | 1";"0 | 100";"4";"34 | 85";"100";"";"3.8";"4";"1 | 2.5";"3.7 | 0.2";"46";"29";"88";"66";"3.6";"";"";"";"0 | 3";"";"2 | 100";"67 | 75";"";"0.7 | 0.2";"0.3 | 0";"3.1";"0.6";"3.3 | 0.2";"0.3 | 2.2";"";"0 | 100";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 20:30";"NS";"Boston City";"";"";"Seacoast United Phantoms";"6.32";"1.34";"";"";"10 | 8";"11 | 47";"2";"34 | 75";"100";"";"4.1";"3";"1 | 2.2";"2.8 | 2.2";"84";"62";"84";"45";"3.6";"25.2";"12.5";"7.6";"0.3 | 1.4";"8";"7 | 28";"50 | 40";"";"0.3 | 0.2";"1.5 | 0.8";"2.7";"1.4";"1.3 | 1.4";"0.7 | 2";"";"0 | 40";"3.6 | 3";"6.2 | 2.5";"8.7";"30";"30"
"United States";"USA";"USL League Two";"01-07-2026 20:30";"NS";"Charlottesville Blues";"";"";"Bethesda SC";"1.66";"4.10";"";"";"3 | 9";"39 | 33";"1";"41 | 61";"92";"";"3.2";"3";"1.2 | 1.8";"1.2 | 2.5";"46";"75";"66";"54";"3.6";"20.6";"9.2";"5.6";"1.2 | 1";"7";"63 | 18";"33 | 50";"";"0.5 | 0.5";"0.5 | 1";"2";"1.2";"0.7 | 1.5";"0.7 | 1.2";"";"33 | 25";"2.7 | 2";"2 | 4.5";"8.7";"25";"25"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Sueno";"";"";"RKC";"1.47";"5.04";"";"";"2 | 5";"83 | 27";"1";"100 | 27";"90";"";"4";"4";"4.2 | 0.8";"1.2 | 1.6";"68";"55";"80";"40";"3.6";"";"";"";"2.5 | 0.8";"";"63 | 49";"50 | 60";"";"0.8 | 0.4";"0.5 | 0.8";"2.7";"1.2";"0.8 | 0.8";"3.5 | 0.4";"";"75 | 20";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Minneapolis City";"";"";"St. Croix";"";"";"";"";"1 | 7";"100 | 25";"";"100 | 61";"88";"";"4.5";"5";"4.4 | 1.8";"0.6 | 2.2";"68";"100";"88";"22";"3.6";"23.8";"9.2";"10.4";"3 | 0.8";"10";"84 | 28";"40 | 75";"";"2.8 | 1";"0.2 | 1.5";"1.8";"2.8";"0.4 | 0.8";"1.6 | 0.8";"";"100 | 25";"5.5 | 3";"4.2 | 8";"8.7";"88";"71"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Red River";"";"";"Little Rock Rangers";"";"";"";"";"3 | 1";"83 | 83";"";"100 | 61";"75";"";"3.2";"4";"3.2 | 1.8";"1.2 | 0.2";"62";"62";"75";"38";"3.6";"";"";"";"2.5 | 2.5";"";"63 | 100";"50 | 50";"";"2.2 | 0.5";"0 | 0";"1.8";"1.4";"1.2 | 0.2";"1 | 1.2";"";"75 | 75";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Hattiesburg";"";"";"Louisiana Krewe";"";"";"";"";"5 | 2";"83 | 67";"";"85 | 100";"88";"";"4.8";"4";"2.5 | 3.7";"1.2 | 2";"71";"88";"88";"12";"3.6";"";"";"";"2.5 | 2";"";"63 | 35";"75 | 33";"";"1.5 | 0.7";"0.8 | 1";"2.8";"2";"0.5 | 1";"1 | 3";"";"75 | 67";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Montgomery United";"";"";"Dothan United";"";"";"";"";"4 | 2";"50 | 58";"";"75 | 68";"100";"";"3.5";"4";"2.2 | 2";"1.5 | 1.2";"88";"75";"62";"38";"3.6";"18.2";"6.2";"7.6";"1.5 | 1.8";"8";"52 | 63";"75 | 50";"";"0.5 | 0.2";"0.8 | 0.8";"2.4";"1.1";"0.8 | 0.5";"1.8 | 1.8";"";"25 | 50";"2.7 | 3.5";"6.7 | 2.5";"8.7";"42";"42"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Lonestar";"";"";"Laredo Heat";"";"";"";"";"3 | 1";"67 | 83";"";"51 | 95";"100";"";"3";"3";"1.5 | 2.8";"1 | 0.8";"88";"75";"62";"75";"3.6";"";"";"";"2 | 2.5";"";"70 | 77";"50 | 50";"";"0.8 | 1.2";"0.8 | 0.2";"1.5";"1.5";"0.2 | 0.5";"0.8 | 1.5";"";"50 | 75";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Houston FC";"";"";"Twin City Toucans";"1.85";"3.35";"1.11";"1.62";"6 | 8";"22 | 25";"1";"58 | 41";"100";"";"4.4";"4";"1.7 | 1.2";"2.7 | 3.2";"75";"84";"54";"58";"3.6";"";"";"";"0.7 | 0.8";"";"10 | 2";"33 | 50";"";"0.3 | 0.2";"1.3 | 1.5";"2.8";"1.8";"1.3 | 1.8";"1.3 | 1";"";"0 | 25";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"GFI";"";"";"AHFC Royals";"2.23";"2.51";"";"";"2 | 4";"83 | 40";"5";"85 | 41";"78";"";"2.7";"3";"2.5 | 1.2";"0.8 | 1";"42";"75";"35";"65";"3.6";"";"";"";"2.5 | 1.2";"";"77 | 70";"50 | 20";"";"1 | 0.6";"0 | 0.6";"1.6";"1.1";"0.8 | 0.4";"1.5 | 0.6";"";"75 | 20";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Santafé Wanderers";"";"";"Springfield";"";"";"";"";"2 | 6";"42 | 33";"";"61 | 68";"88";"";"3.4";"4";"1.8 | 2";"1 | 2";"75";"100";"62";"50";"3.6";"";"";"";"1.2 | 1";"";"70 | 35";"25 | 75";"";"1 | 1";"0.5 | 0.8";"1.7";"1.6";"0.5 | 1.2";"0.8 | 1";"";"25 | 25";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Marin";"";"";"Almaden";"";"";"";"";"7 | 3";"27 | 53";"";"82 | 54";"90";"";"4.5";"4";"2.4 | 1.6";"4 | 1";"70";"80";"80";"40";"3.6";"22.8";"12.8";"9";"0.8 | 1.6";"9";"2 | 70";"40 | 60";"";"0.8 | 1.2";"2.4 | 0.2";"2.2";"2.3";"1.6 | 0.8";"1.6 | 0.4";"";"20 | 40";"3.7 | 2";"4 | 8.3";"8.7";"66";"50"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Denton Diablos";"";"";"West Texas";"1.64";"4.21";"1.12";"1.59";"2 | 5";"100 | 0";"1";"68 | 10";"54";"";"2.2";"3";"2 | 0.3";"0.8 | 1.3";"54";"100";"54";"88";"3.6";"19.2";"8.8";"6.1";"3 | 0";"7";"77 | 60";"75 | 33";"";"0.5 | 0.3";"0.5 | 1.3";"0.9";"1.4";"0.2 | 0";"1.5 | 0";"";"100 | 0";"2.5 | 3.3";"2 | 4.3";"8.7";"34";"34"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Fort Worth Vaqueros";"";"";"McKinney Chupacabras";"";"";"";"";"6 | 1";"0 | 53";"";"7 | 88";"88";"";"4.6";"4";"0.2 | 2.6";"4.8 | 1.6";"62";"100";"78";"32";"3.6";"19.4";"8.8";"5.8";"0 | 1.6";"7";"2 | 49";"50 | 20";"";"0 | 1.2";"2.2 | 0.6";"2.6";"2";"2.5 | 1";"0.2 | 1.4";"";"0 | 40";"2 | 3.3";"3.3 | 3";"8.7";"33";"0"
"United States";"USA";"USL League Two";"01-07-2026 22:00";"NS";"Albion Colorado";"";"";"Atlético Unión";"";"";"";"";"3 | 5";"47 | 50";"";"68 | 68";"90";"";"3.6";"4";"2 | 2";"1.8 | 1.5";"78";"88";"90";"35";"3.6";"";"";"";"1.4 | 1.5";"";"42 | 52";"80 | 50";"";"1.2 | 0.8";"1.2 | 0.5";"1.8";"1.8";"0.6 | 1";"0.8 | 1.2";"";"40 | 50";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 23:00";"NS";"Davis Legacy";"";"";"Academica";"2.14";"2.72";"";"";"5 | 6";"33 | 27";"5";"61 | 48";"90";"";"3.6";"4";"1.8 | 1.4";"1.8 | 2.2";"80";"70";"80";"50";"3.6";"22.4";"11.9";"9.6";"1 | 0.8";"10";"42 | 28";"60 | 40";"";"0.4 | 1";"1 | 0.6";"2.1";"1.5";"0.8 | 1.6";"1.4 | 0.4";"";"20 | 20";"10 | 4.7";"1 | 3.7";"8.7";"84";"58"
"United States";"USA";"USL League Two";"01-07-2026 23:30";"NS";"West Seattle Junction";"";"";"Bigfoot";"1.30";"6.92";"";"";"7 | 8";"67 | 0";"3";"92 | 10";"100";"";"3.8";"4";"2.7 | 0.3";"0.7 | 3.8";"33";"92";"92";"67";"3.6";"";"";"";"2 | 0";"";"80 | 2";"33 | 33";"";"1 | 0.2";"0 | 2.3";"2";"1.8";"0.7 | 1.5";"1.7 | 0.2";"";"67 | 0";"";"";"8.7";"";""
"United States";"USA";"USL League One";"01-07-2026 18:30";"NS";"Charlotte Independence";"";"";"Corpus Christi";"1.71";"3.94";"1.15";"1.53";"3 | 13";"100 | 14";"1";"95 | 31";"83";"";"3.3";"3";"2.8 | 0.9";"0.8 | 2.1";"56";"76";"66";"56";"2.9";"27.6";"10";"10.6";"3 | 0.4";"11";"77 | 32";"60 | 71";"";"1.4 | 0.3";"0.4 | 1";"1.8";"1.6";"0.4 | 1.1";"1.4 | 0.6";"";"100 | 0";"5.6 | 3.6";"5.8 | 6.3";"10";"100";"100"
"United States";"USA";"USL League One";"01-07-2026 20:00";"NS";"Chattanooga Red Wolves";"";"";"Westchester SC";"1.58";"4.73";"1.17";"1.46";"11 | 14";"60 | 0";"1";"82 | 17";"55";"";"3";"3";"2.4 | 0.5";"1 | 2.2";"36";"90";"55";"54";"2.9";"26";"9.4";"9.2";"1.8 | 0";"9";"70 | 28";"60 | 50";"";"1.2 | 0.2";"0.8 | 1.5";"1.2";"1.8";"0.2 | 0.7";"1.2 | 0.3";"";"60 | 0";"6.4 | 5.7";"2.8 | 3.5";"10";"55";"55"
"United States";"USA";"USL League One";"01-07-2026 22:00";"NS";"Spokane Velocity";"";"";"Forward Madison";"1.97";"3.43";"1.29";"1.26";"5 | 8";"88 | 42";"1";"65 | 37";"68";"";"2.8";"3";"1.9 | 1.1";"1.1 | 1.4";"56";"82";"62";"56";"2.9";"22";"7";"10.4";"2.6 | 1.2";"10";"66 | 56";"75 | 50";"";"1 | 0.9";"0.6 | 0.9";"1.1";"1.7";"0.5 | 0.5";"0.9 | 0.2";"";"88 | 38";"4.9 | 6.2";"4 | 5.8";"10";"56";"56"
"United States";"USA";"USL League One";"01-07-2026 23:30";"NS";"Union Omaha";"";"";"Alta";"1.51";"5.18";"1.17";"1.45";"1 | 4";"90 | 53";"1";"68 | 34";"73";"";"2.4";"3";"2 | 1";"0.9 | 1";"58";"58";"58";"76";"2.9";"25.8";"9.2";"7.8";"2.7 | 1.6";"8";"74 | 70";"57 | 60";"";"0.3 | 0.4";"0.6 | 0.4";"1.6";"0.8";"0.3 | 0.6";"1.7 | 0.6";"";"86 | 40";"5.6 | 1.8";"3.1 | 5";"10";"46";"38"
"United States";"USA";"NPSL";"01-07-2026 19:00";"NS";"Duluth";"";"";"Dakota Fusion";"";"";"";"";"2 | 3";"67 | 33";"";"85 | 51";"88";"";"3.4";"4";"2.5 | 1.5";"0.8 | 2";"75";"75";"75";"50";"4.5";"";"";"";"2 | 1";"";"77 | 35";"50 | 50";"";"0.2 | 0.8";"0.5 | 0.5";"2.4";"1";"0.2 | 1.5";"2.2 | 0.8";"";"50 | 25";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"New Haven United";"";"";"Newport";"";"";"";"";"1 | 5";"100 | 50";"";"100 | 85";"100";"";"4.6";"5";"3.2 | 2.5";"1 | 2.5";"50";"100";"100";"38";"4.5";"";"";"";"3 | 1.5";"";"70 | 18";"25 | 75";"";"2.3 | 1.2";"0.3 | 1";"2.2";"2.1";"2 | 1.5";"1 | 1.2";"";"100 | 50";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Hub City";"";"";"Virginia Dream";"";"";"";"";"8 | 3";"25 | 75";"";"61 | 95";"100";"";"4.6";"5";"1.8 | 2.8";"3.5 | 1.2";"50";"62";"88";"38";"4.5";"";"";"";"0.8 | 2.2";"";"2 | 63";"50 | 50";"";"0 | 0.8";"1 | 0.2";"2.6";"0.8";"8 | 1";"1.5 | 2";"";"25 | 75";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Ristozi";"";"";"Grove Soccer United";"";"";"";"";"1 | 7";"100 | 0";"";"100 | 34";"100";"";"4.4";"5";"3.8 | 1";"0.8 | 3.2";"88";"66";"100";"50";"4.5";"";"";"";"3 | 0";"";"77 | 2";"25 | 25";"";"0.7 | 0";"0 | 1.5";"1.5";"0.6";"3 | 5";"2.3 | 2";"";"100 | 0";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Philadelphia Ukrainians";"";"";"West Chester United";"";"";"";"";"3 | 2";"83 | 100";"";"100 | 100";"100";"";"7.8";"6";"4 | 9.5";"1.2 | 1";"62";"100";"100";"0";"4.5";"";"";"";"2.5 | 3";"";"63 | 70";"25 | 50";"";"1 | 4";"0.5 | 0";"3.8";"2.4";"6.5 | 1";"2.5 | 5.5";"";"75 | 100";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Statesville";"";"";"Bristol Rhythm";"";"";"";"";"4 | 1";"58 | 100";"";"75 | 68";"75";"";"3.3";"4";"2.2 | 2";"1.5 | 0.8";"50";"58";"50";"62";"4.5";"";"";"";"1.8 | 3";"";"52 | 77";"50 | 25";"";"0.5 | 1";"0.5 | 1";"1.8";"1.2";"1 | 0";"1.8 | 1.7";"";"50 | 100";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Flower City Union";"";"";"Rochester New York II";"";"";"";"";"4 | 5";"40 | 27";"";"61 | 68";"100";"";"4.3";"4";"1.8 | 2";"1.8 | 3";"60";"100";"80";"30";"4.5";"";"";"";"1.2 | 0.8";"";"42 | 0";"60 | 40";"";"1 | 1";"1 | 1.4";"1.9";"2";"0.8 | 1.6";"1.8 | 1";"";"40 | 20";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Minnesota Blizzard";"";"";"Siouxland United";"";"";"";"";"4 | 1";"42 | 67";"";"34 | 85";"75";"";"3.3";"4";"1 | 2.5";"1.8 | 1.2";"62";"88";"62";"38";"4.5";"";"";"";"1.2 | 2";"";"42 | 63";"50 | 75";"";"0.2 | 1.2";"1.8 | 0.5";"1.4";"1.9";"0 | 0.8";"0.8 | 1.2";"";"25 | 50";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:30";"NS";"Osner’s";"";"";"American SC New York";"";"";"";"";"6 | 4";"0 | 42";"";"27 | 95";"100";"";"4.8";"5";"0.8 | 2.8";"3.5 | 2.8";"75";"100";"100";"25";"4.5";"";"";"";"0 | 1.2";"";"2 | 7";"50 | 50";"";"0.5 | 1.5";"2 | 1.5";"1.8";"2";"1.5 | 4";"0.2 | 4";"";"0 | 25";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:30";"NS";"Alexandria Reds";"";"";"FC Frederick";"";"";"";"";"6 | 5";"75 | 50";"";"51 | 68";"75";"";"3.4";"4";"1.5 | 2";"0.8 | 2.5";"38";"58";"75";"62";"4.5";"";"";"";"2.2 | 1.5";"";"77 | 18";"50 | 25";"";"1 | 0.7";"0 | 1";"1.2";"1.1";"0.8 | 2.3";"0.5 | 2";"";"75 | 50";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:30";"NS";"Motown";"";"";"Jackson Lions";"";"";"";"";"4 | 1";"75 | 78";"";"85 | 100";"100";"";"4.9";"5";"2.5 | 4.7";"1 | 1.7";"75";"";"88";"25";"4.5";"";"";"";"2.2 | 2.3";"";"70 | 46";"50 | 33";"";"";"";"1.8";"1.6";"";"";"";"75 | 67";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 20:35";"NS";"Buffalo Stallions";"";"";"Niagara 1812";"";"";"";"";"6 | 7";"20 | 20";"";"41 | 20";"100";"";"4.7";"5";"1.2 | 0.6";"3 | 4.6";"50";"100";"90";"30";"4.5";"";"";"";"0.6 | 0.6";"";"0 | 2";"40 | 20";"";"1 | 0";"0.7 | 3.7";"1.9";"1.6";"3.7 | 4";"1.7 | 1";"";"20 | 20";"";"";"8.8";"";""
"United States";"USA";"NPSL";"01-07-2026 21:00";"NS";"Sioux Falls Thunder";"";"";"Joy St. Louis Park";"";"";"";"";"6 | 5";"8 | 0";"";"27 | 10";"84";"";"3.8";"4";"0.8 | 0.3";"3 | 3.3";"42";"100";"84";"42";"4.5";"";"";"";"0.2 | 0";"";"0 | 2";"50 | 67";"";"0.2 | 0";"1.5 | 1.7";"2";"1.8";"1.5 | 1.7";"0.5 | 0.3";"";"0 | 0";"";"";"8.8";"";""
"United States";"USA";"WPSL";"01-07-2026 17:00";"NS";"Miss Kick W";"";"";"So Cal Union W";"";"";"";"";"1 | 2";"83 | 58";"";"61 | 61";"88";"";"2.6";"4";"1.8 | 1.8";"0.5 | 1.2";"62";"";"62";"88";"3.9";"";"";"";"2.5 | 1.8";"";"88 | 63";"50 | 75";"";"";"";"0.1";"0.6";"";"";"";"75 | 50";"";"";"8.5";"";""
"United States";"USA";"WPSL";"01-07-2026 18:00";"NS";"Hattiesburg W";"";"";"LA Krewe Rush W";"";"";"";"";"6 | 2";"0 | 75";"";"7 | 68";"75";"";"3.6";"4";"0.2 | 2";"2.8 | 2.2";"50";"";"75";"62";"3.9";"";"";"";"0 | 2.2";"";"7 | 28";"75 | 50";"";"";"";"0.4";"0.6";"";"";"";"0 | 75";"";"";"8.5";"";""
"United States";"USA";"WPSL";"01-07-2026 20:00";"NS";"Chattanooga W";"";"";"Atlanta Fire W";"";"";"";"";"6 | 8";"33 | 11";"";"10 | 34";"66";"";"2.8";"3";"0.3 | 1";"1 | 3.3";"34";"";"50";"66";"3.9";"";"";"";"1 | 0.3";"";"70 | 2";"33 | 33";"";"";"";"0.6";"0.4";"";"";"";"33 | 0";"";"";"8.5";"";""
"United States";"USA";"WPSL";"01-07-2026 20:00";"NS";"Albany Rush W";"";"";"Merrimack Valley Hawks W";"";"";"";"";"5 | 4";"33 | 67";"";"24 | 100";"66";"";"3.8";"4";"0.7 | 4";"1 | 2";"50";"";"66";"66";"3.9";"";"";"";"1 | 2";"";"70 | 35";"33 | 67";"";"";"";"0.6";"0.6";"";"";"";"33 | 67";"";"";"8.5";"";""
"United States";"USA";"WPSL";"01-07-2026 21:00";"NS";"Chicago House W";"";"";"Chicago KICS W";"";"";"";"";"2 | 5";"67 | 33";"";"100 | 61";"100";"";"4.2";"4";"3 | 1.8";"1 | 2.8";"29";"";"88";"12";"3.9";"";"";"";"2 | 1";"";"70 | 7";"100 | 50";"";"";"";"0.9";"0.2";"";"";"";"67 | 25";"";"";"8.5";"";""
"United States";"USA";"WPSL";"01-07-2026 21:00";"NS";"Milwaukee Torrent W";"";"";"Milwaukee Bavarian W";"";"";"";"";"1 | 3";"100 | 83";"";"100 | 100";"88";"";"5.9";"5";"5.2 | 4.8";"0.8 | 1";"62";"";"88";"12";"3.9";"";"";"";"3 | 2.5";"";"77 | 70";"50 | 25";"";"";"";"0.9";"0.8";"";"";"";"100 | 75";"";"";"8.5";"";""
"United States";"USA";"WPSL";"01-07-2026 21:00";"NS";"Salvo W";"";"";"St. Croix W";"";"";"";"";"2 | 3";"100 | 78";"";"92 | 58";"84";"";"2.8";"4";"2.7 | 1.7";"0.7 | 0.7";"67";"58";"50";"67";"3.9";"31.4";"15.6";"12.2";"3 | 2.3";"11";"80 | 80";"33 | 33";"";"1 | 0.5";"0.3 | 0";"1.8";"0.8";"0.3 | 1";"1.7 | 2";"";"100 | 67";"8 | 7.5";"3.3 | 5.5";"8.5";"84";"84"
"United States";"USA";"WPSL";"01-07-2026 23:00";"NS";"Portland Thorns II W";"";"";"Westside Timbers W";"";"";"";"";"1 | 3";"100 | 50";"";"100 | 100";"100";"";"5.8";"5";"6 | 3.5";"0.5 | 1.5";"50";"";"100";"25";"3.9";"";"";"";"3 | 1.5";"";"88 | 52";"50 | 50";"";"";"";"0";"0";"";"";"";"100 | 50";"";"";"8.5";"";""
"United States";"USA";"UWS";"01-07-2026 19:00";"NS";"Grand Rapids W";"";"";"Midwest United W";"";"";"";"";"6 | 4";"50 | 100";"";"34 | 100";"75";"";"3";"4";"1 | 3.5";"1 | 0.5";"50";"";"75";"75";"4.6";"";"";"";"1.5 | 3";"";"70 | 88";"50 | 50";"";"";"";"0";"0";"";"";"";"50 | 100";"";"";"0";"";""
"United States";"USA";"UWS";"01-07-2026 20:00";"NS";"Baltimore Warriors W";"";"";"MSI Soccer W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"UWS";"01-07-2026 20:00";"NS";"Baltimore Blast W";"";"";"Lancaster W";"";"";"";"";"2 | 4";"67 | 50";"";"100 | 51";"100";"";"4.5";"4";"3 | 1.5";"2.5 | 2";"50";"";"100";"25";"4.6";"";"";"";"2 | 1.5";"";"18 | 35";"50 | 50";"";"";"";"0";"0";"";"";"";"50 | 50";"";"";"0";"";""
"United States";"USA";"UWS";"01-07-2026 21:00";"NS";"DeKalb County W";"";"";"Crystal Lake Force W";"";"";"";"";"4 | 3";"50 | 78";"";"85 | 100";"100";"";"5.4";"5";"2.5 | 3.3";"4 | 1";"84";"";"100";"0";"4.6";"";"";"";"1.5 | 2.3";"";"2 | 70";"50 | 33";"";"";"";"0";"0";"";"";"";"50 | 67";"";"";"0";"";""
"United States";"USA";"UWS";"01-07-2026 21:30";"NS";"Rockford Raptors II W";"";"";"Berber City W";"";"";"";"";"5 | 2";"0 | 100";"";"100 | 85";"100";"";"6.8";"6";"3.5 | 2.5";"7 | 0.5";"75";"";"75";"25";"4.6";"";"";"";"0 | 3";"";"2 | 88";"50 | 50";"";"";"";"0";"0";"";"";"";"0 | 100";"";"";"0";"";""
"United States";"USA";"UWS";"01-07-2026 23:30";"NS";"United City II";"";"";"Internacional CA W";"";"";"";"";"1 | 3";"100 | 50";"";"100 | 85";"100";"";"5.5";"5";"5.5 | 2.5";"1 | 2";"75";"";"100";"25";"4.6";"";"";"";"3 | 1.5";"";"70 | 35";"50 | 50";"";"";"";"0";"0";"";"";"";"100 | 50";"";"";"0";"";""
"Australia";"AUS";"QLD FQPL 1 Women";"01-07-2026 07:30";"NS";"Virginia United W";"";"";"Logan Lightning W";"";"";"";"";"7 | 5";"0 | 67";"";"17 | 68";"100";"";"5";"4";"0.5 | 2";"3.5 | 4";"42";"100";"84";"16";"3.8";"29.4";"17.2";"7.2";"0 | 2";"8";"2 | 2";"100 | 67";"";"0.5 | 1.7";"2 | 1.3";"2.2";"2.8";"1.5 | 2.7";"0 | 0.3";"";"0 | 67";"2.5 | 2.3";"5 | 4.7";"9.3";"58";"58"
