"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global"
"Chile";"CHI";"Chilean Cup";"01-07-2026 21:30";"NS";"Universidad Chile";"";"";"Unión La Calera";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Euro U19";"01-07-2026 14:00";"NS";"Denmark U19";"";"";"Spain U19";"5.35";"1.47";"1.12";"1.62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Euro U19";"01-07-2026 16:00";"NS";"Wales U19";"";"";"Germany U19";"22.90";"1.07";"1.04";"2.12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"South Korea";"KOR";"WK-League";"01-07-2026 07:00";"NS";"Changnyeong W";"";"";"Boeun Sangmu W";"3.36";"2.03";"";"";"8 | 5";"6 | 75";"5";"27 | 34";"54";"";"2.5";"3";"0.8 | 1";"2.7 | 0.5";"46";"66";"46";"75";"2.7";"";"";"";"0.2 | 2.2";"";"10 | 88";"50 | 25";"";"0 | 0.2";"1 | 0.5";"1.6";"0.9";"1.7 | 0";"0.8 | 0.8";"";"0 | 75";"";"";"8.8";"";""
"South Korea";"KOR";"WK-League";"01-07-2026 07:00";"NS";"Seoul W";"";"";"Suwon FMC W";"4.01";"1.74";"1.22";"1.32";"7 | 1";"60 | 86";"2";"48 | 100";"100";"";"3.4";"3";"1.4 | 3";"1.6 | 0.9";"68";"90";"76";"62";"2.7";"19.6";"9.8";"9.4";"1.8 | 2.6";"10";"49 | 74";"80 | 57";"";"0.8 | 1.1";"1 | 0.3";"1.8";"1.6";"0.6 | 0.6";"0.6 | 1.9";"";"60 | 86";"4.4 | 8";"4.6 | 1.8";"8.8";"88";"58"
"Paraguay";"PAR";"Copa Paraguay";"01-07-2026 13:00";"NS";"3 de Febrero FBC";"";"";"Cristóbal Colón";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"01-07-2026 15:30";"NS";"Deportivo Obrero";"";"";"Deportivo Ñepytyvo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"01-07-2026 18:00";"NS";"Sport Colombia";"";"";"Pilcomayo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Argentina";"ARG";"Copa Santa Fe";"01-07-2026 21:00";"NS";"Gödeken";"";"";"Los Andes Alcorta";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Argentina";"ARG";"Copa Santa Fe";"01-07-2026 21:00";"NS";"Timbuense";"";"";"Sportivo Las Parejas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Queensland Premier League 3 Metro";"01-07-2026 07:30";"NS";"Mt Gravatt Hawks";"";"";"Springfield United";"2.19";"2.45";"";"";"10 | 5";"42 | 54";"5";"61 | 68";"82";"";"4";"4";"1.8 | 2";"2.4 | 2";"62";"59";"75";"32";"4.6";"22.8";"11.8";"9.6";"1.2 | 1.6";"10";"21 | 35";"50 | 75";"";"0 | 0.9";"0.7 | 0.4";"2.8";"0.9";"2.6 | 1.6";"1.4 | 1.1";"";"25 | 50";"4.2 | 7";"4.5 | 3.5";"10.4";"62";"62"
"Australia";"AUS";"Capital Territory";"01-07-2026 06:30";"POSTPONED";"Monaro Panthers";"";"";"Queanbeyan City";"1.37";"5.77";"1.03";"2.03";"";"100 | 60";"1";"100 | 82";"100";"";"4.2";"5";"3.4 | 2.4";"1.2 | 1.4";"70";"80";"90";"60";"4.3";"22.4";"10.4";"8.9";"3 | 1.8";"9";"63 | 56";"40 | 40";"";"0.8 | 0.8";"0.6 | 0.4";"2.9";"1.3";"0.6 | 1";"2.6 | 1.6";"";"100 | 60";"7.2 | 5.8";"2.2 | 2.6";"9.5";"60";"60"
"Australia";"AUS";"Northern Nsw";"01-07-2026 07:00";"NS";"Newcastle Olympic";"";"";"Charlestown Azzurri";"2.31";"2.46";"1.10";"1.62";"10 | 11";"17 | 33";"5";"48 | 54";"94";"";"3.7";"4";"1.4 | 1.6";"2.1 | 2.3";"66";"87";"66";"46";"3.6";"24.8";"11.1";"11";"0.5 | 1";"11";"32 | 25";"50 | 57";"";"0.6 | 0.9";"1.2 | 1";"1.8";"1.9";"0.9 | 1.3";"0.8 | 0.7";"";"0 | 29";"6 | 4.9";"5.5 | 5.7";"10.9";"87";"80"
"Australia";"AUS";"Brisbane Reserves Premier League";"01-07-2026 05:30";"NS";"Mt Gravatt U23";"";"";"Springfield United U23";"";"";"";"";"11 | 10";"25 | 38";"";"34 | 51";"88";"";"4.5";"4";"1 | 1.5";"3.1 | 3.4";"50";"";"82";"44";"4.8";"";"";"";"0.8 | 1.1";"";"2 | 2";"38 | 25";"";"";"";"0";"0";"";"";"";"12 | 38";"";"";"0";"";""
"Australia";"AUS";"Queensland Premier League 2";"01-07-2026 07:30";"POSTPONED";"Brisbane Knights";"";"";"Souths United";"4.56";"1.48";"";"";"11 | 6";"67 | 67";"2";"75 | 78";"83";"";"3.5";"4";"2.2 | 2.3";"1.2 | 1.3";"50";"67";"66";"50";"3.7";"32.1";"17.2";"10.9";"2 | 2";"11";"63 | 60";"33 | 67";"";"0.8 | 0.8";"0.5 | 0.3";"2.2";"1.2";"0.7 | 1";"1.3 | 1.5";"";"67 | 67";"3.8 | 5";"6 | 7";"11.1";"90";"80"
"Australia";"AUS";"South Australia State League 1 Reserves";"01-07-2026 06:30";"POSTPONED";"Adelaide Raiders Res.";"";"";"South Adelaide Res.";"2.07";"2.71";"";"";"9 | 8";"43 | 19";"5";"44 | 34";"78";"";"3.4";"4";"1.3 | 1";"2.6 | 1.9";"72";"78";"71";"57";"4.1";"26.4";"16.2";"8.6";"1.3 | 0.6";"9";"14 | 38";"57 | 71";"";"0.6 | 0.6";"1.1 | 0.7";"1.8";"1.5";"1.4 | 1.1";"0.7 | 0.4";"";"43 | 14";"5.4 | 4";"3 | 4.8";"9.6";"68";"55"
"Australia";"AUS";"Capital Territory NPL Youth League";"01-07-2026 04:30";"NS";"Monaro Panthers U23";"";"";"Queanbeyan City U23";"2.02";"3.33";"";"";"2 | 6";"60 | 40";"5";"88 | 54";"80";"";"3.7";"4";"2.6 | 1.6";"2 | 1.2";"50";"100";"80";"60";"4.2";"26.2";"15.4";"8.4";"1.8 | 1.2";"8";"35 | 63";"40 | 60";"";"1.4 | 1";"1.4 | 0.8";"1.4";"2.3";"0.6 | 0.4";"1.2 | 0.6";"";"60 | 40";"7.5 | 5.3";"2.5 | 1.3";"8.6";"54";"38"
"Australia";"AUS";"Queensland NPL Youth League";"01-07-2026 06:00";"NS";"Queensland U16";"";"";"Peninsula Power U23";"";"";"";"";"11 | 10";"67 | 50";"";"100 | 75";"84";"";"4.2";"4";"3.2 | 2.2";"1.7 | 1.5";"58";"";"75";"34";"4.2";"";"";"";"2 | 1.5";"";"46 | 52";"50 | 50";"";"";"";"1.4";"0.5";"";"";"";"67 | 50";"";"";"10.2";"";""
"Australia";"AUS";"Queensland NPL Youth League";"01-07-2026 06:30";"NS";"Rochedale Rovers U23";"";"";"Moreton City U23";"2.46";"2.23";"";"";"2 | 5";"79 | 52";"5";"100 | 99";"94";"";"4.6";"4";"3.2 | 2.9";"1.1 | 1.9";"68";"78";"88";"40";"4.2";"23.6";"11.4";"8.6";"2.4 | 1.6";"10";"66 | 38";"38 | 29";"";"1.3 | 1.3";"0.4 | 0.7";"2.6";"1.8";"1 | 1.1";"2.3 | 1.6";"";"75 | 43";"4.8 | 6";"2.3 | 3.9";"10.2";"60";"52"
"Australia";"AUS";"Northern NSW Reserve League";"01-07-2026 05:00";"NS";"Newcastle Olympic Res.";"";"";"Charlestown Azzurri Res.";"1.26";"6.39";"";"";"1 | 8";"46 | 38";"3";"65 | 100";"81";"";"4.2";"4";"1.9 | 3";"1.2 | 2.4";"81";"86";"68";"40";"3.9";"30";"19.8";"9.3";"1.4 | 1.1";"9";"63 | 21";"50 | 43";"";"0.7 | 1.4";"0.9 | 1.4";"1.9";"2.2";"0.9 | 1";"1.1 | 1.6";"";"38 | 29";"6.2 | 4.4";"4 | 4";"10.3";"70";"70"
"Australia";"AUS";"New South Wales Waratah Cup";"01-07-2026 06:00";"NS";"Sydney United 58 FC";"";"";"APIA Leichhardt Tigers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bhutan";"BHU";"Bhutan Premier League";"01-07-2026 09:00";"NS";"BFF Academy U20";"";"";"RTC";"";"";"";"";"3 | 8";"44 | 50";"";"58 | 17";"75";"";"2.8";"2";"1.7 | 0.5";"2.3 | 1";"50";"75";"34";"66";"3.2";"";"";"";"1.3 | 1.5";"";"25 | 70";"67 | 50";"";"0.7 | 0";"0.7 | 0.5";"1.8";"0.9";"1.7 | 0.5";"1 | 0.5";"";"33 | 50";"";"";"9.9";"";""
"Belarus";"BLR";"Vysshaya Liga";"01-07-2026 14:30";"NS";"Slavia";"";"";"ML Vitebsk";"5.09";"1.70";"1.30";"1.24";"10 | 2";"29 | 90";"2";"31 | 82";"86";"";"2.7";"3";"0.9 | 2.4";"1.3 | 0.9";"64";"78";"64";"78";"2.5";"17";"6.6";"8.6";"0.9 | 2.7";"10";"60 | 74";"43 | 43";"";"0.4 | 1";"0.4 | 0.6";"1.5";"1.2";"0.9 | 0.3";"0.4 | 1.4";"";"14 | 86";"6 | 3.7";"3.6 | 3.9";"9.9";"57";"42"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 15:00";"NS";"Ipatinga";"";"";"Aymorés";"";"";"";"";"1 | 2";"0 | 22";"";"10 | 10";"33";"";"1.8";"2";"0.3 | 0.3";"2.3 | 0.7";"33";"50";"33";"84";"2.4";"";"";"";"0 | 0.7";"";"25 | 80";"33 | 33";"";"0 | 0";"1 | 0.3";"1.2";"0.6";"1.3 | 0.3";"0.3 | 0.3";"";"0 | 0";"";"";"9";"";""
"Brazil";"BRA";"Mineiro 2";"01-07-2026 15:00";"NS";"Coimbra";"";"";"Villa Nova";"";"";"";"";"1 | 2";"56 | 33";"";"58 | 24";"50";"";"1.8";"2";"1.7 | 0.7";"0.3 | 1";"33";"67";"33";"84";"2.4";"";"";"";"1.7 | 1";"";"100 | 70";"67 | 33";"";"1.3 | 0.3";"0.3 | 0.3";"0.6";"1.2";"0 | 0.7";"0.3 | 0.3";"";"33 | 33";"";"";"9";"";""
"Brazil";"BRA";"Mineiro 2";"01-07-2026 19:00";"NS";"Mamoré";"";"";"Guarani MG";"";"";"";"";"1 | 2";"33 | 11";"";"10 | 10";"33";"";"1.3";"2";"0.3 | 0.3";"1 | 1";"16";"33";"16";"100";"2.4";"20.5";"8.4";"8.5";"1 | 0.3";"9";"70 | 70";"33 | 33";"";"0 | 0.3";"0.3 | 0.7";"0.6";"0.6";"0.7 | 0.3";"0.3 | 0";"";"33 | 0";"4.5 | 4.7";"2.5 | 5.3";"9";"58";"34"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 19:00";"NS";"Caldense";"";"";"CAP Patrocinense";"";"";"";"";"1 | 2";"56 | 78";"";"10 | 58";"50";"";"1.2";"2";"0.3 | 1.7";"0 | 0.3";"16";"50";"0";"100";"2.4";"20";"7.8";"8";"1.7 | 2.3";"8";"100 | 100";"33 | 100";"";"0.3 | 0.7";"0 | 0";"0.6";"0.5";"0 | 0.3";"0 | 1";"";"33 | 67";"1.5 | 3.5";"5.5 | 5.5";"9";"50";"50"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 19:30";"NS";"Uberaba";"";"";"Boa";"";"";"";"";"1 | 2";"78 | 44";"";"58 | 10";"50";"";"1.5";"2";"1.7 | 0.3";"0.7 | 0.3";"34";"84";"16";"100";"2.4";"19.8";"7.8";"8.5";"2.3 | 1.3";"8";"80 | 100";"33 | 67";"";"1 | 0.3";"0.7 | 0.3";"0.4";"1.2";"0 | 0";"0.7 | 0";"";"67 | 33";"4 | 4.5";"4 | 4.5";"9";"84";"42"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 20:00";"NS";"Valeriodoce";"";"";"Democrata SL";"";"";"";"";"1 | 2";"33 | 44";"";"10 | 78";"66";"";"2.2";"2";"0.3 | 2.3";"0.3 | 1.3";"66";"66";"34";"84";"2.4";"17.8";"6.2";"8.8";"1 | 1.3";"9";"100 | 60";"33 | 33";"";"0.3 | 1.3";"0.3 | 0.3";"1";"1.2";"0 | 1";"0 | 1";"";"0 | 33";"3.5 | 3";"4 | 7";"9";"50";"50"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Criciuma U20";"";"";"Gremio U20";"1.89";"3.30";"";"";"20 | 15";"42 | 22";"1";"54 | 61";"94";"";"4.2";"4";"1.6 | 1.8";"2.2 | 2.7";"64";"76";"64";"60";"3.1";"23.1";"9.6";"9.8";"1.2 | 0.7";"10";"28 | 10";"25 | 44";"";"0.8 | 0.7";"0.6 | 1";"2.6";"1.5";"1.6 | 1.7";"0.9 | 1.1";"";"38 | 22";"4.6 | 3.9";"5.5 | 5.5";"10.4";"88";"56"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Botafogo U20";"";"";"Fluminense U20";"1.78";"3.75";"";"";"3 | 14";"81 | 29";"1";"58 | 37";"76";"";"2.4";"3";"1.7 | 1.1";"0.8 | 1.4";"40";"70";"53";"83";"3.1";"23";"8.9";"10.2";"2.4 | 0.9";"10";"77 | 56";"44 | 62";"";"0.7 | 0.4";"0.4 | 0.4";"1.6";"1";"0.3 | 1";"1 | 0.8";"";"78 | 25";"5.8 | 3.8";"6.1 | 4.9";"10.4";"82";"64"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Palmeiras U20";"";"";"Cuiabá U20";"1.23";"8.50";"";"";"1 | 16";"63 | 7";"3";"99 | 10";"89";"";"3.4";"3";"2.9 | 0.3";"1.7 | 1.8";"61";"84";"61";"56";"3.1";"23.4";"9.1";"10.9";"1.9 | 0.2";"11";"46 | 42";"44 | 33";"";"1.1 | 0.1";"0.8 | 0.9";"1.9";"1.4";"0.9 | 0.9";"1.8 | 0.2";"";"44 | 0";"7.9 | 2.3";"3.9 | 7.7";"10.4";"78";"67"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Santos U20";"";"";"Sao Paulo U20";"";"";"";"";"5 | 12";"54 | 33";"";"61 | 51";"82";"";"3.1";"3";"1.8 | 1.5";"1.2 | 1.8";"50";"81";"50";"50";"3.1";"23.1";"8.5";"11";"1.6 | 1";"11";"63 | 42";"50 | 50";"";"0.5 | 0.6";"0.5 | 0.9";"1.9";"1.2";"0.8 | 0.9";"1.2 | 0.9";"";"50 | 12";"7.9 | 5.4";"3.6 | 5.1";"10.4";"88";"75"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"América Mineiro U20";"";"";"Bragantino U20";"2.80";"2.15";"";"";"11 | 4";"46 | 63";"5";"48 | 65";"71";"";"2.8";"3";"1.4 | 1.9";"1.4 | 1";"60";"78";"47";"53";"3.1";"27.4";"10.6";"12.4";"1.4 | 1.9";"12";"56 | 70";"50 | 44";"";"0.9 | 1";"0.6 | 0.6";"1.2";"1.6";"0.8 | 0.4";"0.5 | 0.9";"";"25 | 56";"6.1 | 7.6";"5.4 | 5.8";"10.4";"94";"94"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Fortaleza U20";"";"";"Vasco da Gama U20";"2.70";"2.28";"";"";"19 | 2";"25 | 46";"5";"20 | 48";"62";"";"2";"2";"0.6 | 1.4";"0.9 | 1.1";"56";"69";"32";"81";"3.1";"23.8";"7.9";"9.3";"0.8 | 1.4";"10";"74 | 66";"62 | 38";"";"0.1 | 1";"0.4 | 0.5";"1";"1";"0.5 | 0.6";"0.5 | 0.4";"";"0 | 38";"6.4 | 3.9";"4 | 4.4";"10.4";"75";"69"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Atletico-PR U20";"";"";"Vitoria U20";"1.67";"4.10";"";"";"6 | 13";"67 | 19";"1";"82 | 34";"89";"";"3.4";"3";"2.4 | 1";"1.3 | 2";"72";"78";"62";"56";"3.1";"21";"8.8";"11.2";"2 | 0.6";"11";"60 | 35";"44 | 56";"";"1 | 0.6";"0.7 | 0.9";"1.8";"1.5";"0.7 | 1.1";"1.4 | 0.4";"";"56 | 0";"7.9 | 5.2";"3.6 | 5.9";"10.4";"89";"78"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Flamengo RJ U20";"";"";"Avaí U20";"1.33";"6.50";"";"";"9 | 17";"56 | 22";"1";"41 | 54";"78";"";"3.6";"3";"1.2 | 1.6";"1.2 | 3.1";"67";"78";"61";"56";"3.1";"27";"10.6";"10.1";"1.7 | 0.7";"10";"63 | 2";"44 | 44";"";"0.6 | 0.6";"0.7 | 1.6";"1.9";"1.6";"0.6 | 1.6";"0.7 | 1";"";"44 | 11";"4.7 | 3.6";"4.3 | 7.7";"10.4";"78";"66"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Juventude U20";"";"";"Corinthians U20";"2.80";"2.12";"";"";"18 | 8";"42 | 75";"5";"48 | 68";"88";"";"3.2";"3";"1.4 | 2";"1.9 | 1.1";"75";"75";"68";"56";"3.1";"24.3";"10";"11.1";"1.2 | 2.2";"11";"38 | 66";"50 | 38";"";"0.4 | 1.4";"0.8 | 0.1";"1.8";"1.3";"1.1 | 1";"1 | 0.6";"";"38 | 62";"3.2 | 5";"7.4 | 6.6";"10.4";"80";"73"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Bahia U20";"";"";"Cruzeiro U20";"1.98";"3.05";"";"";"10 | 7";"56 | 38";"1";"61 | 41";"82";"";"3";"3";"1.8 | 1.2";"1.4 | 1.6";"64";"81";"64";"59";"3.1";"21.6";"8.2";"10.1";"1.7 | 1.1";"10";"56 | 49";"44 | 62";"";"1.1 | 0.6";"1 | 0.4";"1.5";"1.6";"0.4 | 1.2";"0.7 | 0.6";"";"44 | 25";"5.1 | 5.2";"4.3 | 5.5";"10.4";"82";"60"
"Brazil";"BRA";"Catarinense 2";"01-07-2026 15:00";"NS";"Blumenau";"";"";"Juventus SC";"1.34";"7.50";"";"";"";"47 | 33";"1";"61 | 10";"46";"";"2";"3";"1.8 | 0.3";"0.6 | 1.3";"10";"45";"28";"82";"2.6";"19.2";"6.1";"10.6";"1.4 | 1";"10";"84 | 60";"40 | 33";"";"1.2 | 0";"0 | 0.7";"1.1";"1";"0.6 | 0.7";"0.6 | 0.3";"";"40 | 33";"8.2 | 5.8";"3.2 | 4";"9.3";"80";"80"
"Brazil";"BRA";"Catarinense 2";"01-07-2026 15:00";"NS";"Jaraguá";"";"";"Atlético Tubarão";"9.00";"1.19";"";"";"";"0 | 50";"4";"10 | 27";"66";"";"2.6";"2";"0.3 | 0.8";"3.3 | 0.7";"25";"50";"42";"66";"2.6";"18.3";"6.3";"8.5";"0 | 1.5";"9";"2 | 80";"50 | 50";"";"0 | 0.3";"1.2 | 0.5";"1.6";"1";"2.2 | 0.2";"0.3 | 0.5";"";"0 | 33";"2.5 | 3.6";"5.2 | 5.6";"9.3";"75";"65"
"Brazil";"BRA";"Catarinense 2";"01-07-2026 20:00";"NS";"Nação";"";"";"Metropolitano";"4.20";"1.71";"";"";"";"67 | 60";"2";"34 | 54";"60";"";"2.5";"3";"1 | 1.6";"1.2 | 1.2";"10";"70";"50";"70";"2.6";"23.6";"8.9";"11.2";"2 | 1.8";"10";"63 | 63";"40 | 60";"";"0.4 | 0.8";"0.6 | 0.6";"1.3";"1.2";"0.6 | 0.6";"0.6 | 0.8";"";"60 | 60";"2.7 | 5";"10.3 | 4.5";"9.3";"75";"75"
"Brazil";"BRA";"Brasiliense U20";"01-07-2026 15:30";"NS";"Legião U20";"";"";"Capital DF U20";"3.05";"2.00";"";"";"2 | 3";"100 | 67";"5";"68 | 34";"75";"";"2";"3";"2 | 1";"0.5 | 0.5";"50";"100";"25";"100";"4.3";"";"";"";"3 | 2";"";"88 | 88";"50 | 50";"";"0.5 | 0.5";"0.5 | 0.5";"1";"1";"0 | 0";"1.5 | 0.5";"";"100 | 50";"";"";"10.1";"";""
"Brazil";"BRA";"Brasiliense U20";"01-07-2026 15:30";"NS";"Sobradinho U20";"";"";"CA Taguatinga U20";"1.32";"7.52";"";"";"6 | 7";"67 | 67";"1";"100 | 100";"84";"";"5.5";"5";"3.7 | 3";"0.7 | 3.7";"66";"";"84";"16";"4.3";"";"";"";"2 | 2";"";"80 | 2";"33 | 33";"";"";"";"1.2";"0.6";"";"";"";"67 | 67";"";"";"10.1";"";""
