"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 07:00";"NS";"Krylya Sovetov Samara II";"";"";"Chelyabinsk II";"";"";"70 | 66";"24 | 34";"";"50 | 39";"1 | 1.3";"40 | 33";"11.3 | 5.3";"3";"33 | 67";"0";"20 | 30";"40 | 40";"40 | 30";"33 | 43";"60 | 70";"60 | 60";"80 | 70";"0x1 | 1x1";"15";"0.7 | 1";"1 | 1.1";"1.9";"51 | 44";"4 | 10";"10 | 10";"7.9 | 5.8";"8.4 | 8";"3.6";"1.9 | 2.4";"1.2 | 1.8";"1.7 | 2.2";"2 | 2.2";"4.1";"4.3"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 08:30";"NS";"Dinamo Barnaul";"";"";"Orenburg II";"";"";"42 | 42";"37 | 44";"";"45 | 53";"1 | 1";"35 | 47";"6.4 | 5.8";"10";"40 | 20";"40";"20 | 20";"40 | 40";"40 | 40";"33 | 33";"60 | 60";"60 | 60";"80 | 80";"1x1 | 0x3";"15.6";"1.1 | 1.3";"1.8 | 1.8";"3";"44 | 52";"11 | 5";"10 | 10";"7.2 | 7.6";"8.4 | 8";"6.1";"3.2 | 3.4";"2.4 | 3.1";"1.9 | 2.3";"1.6 | 2.6";"4.2";"4.3"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 09:00";"NS";"KDV";"";"";"Akron II";"";"";"60 | 42";"48 | 58";"";"62 | 59";"1.7 | 1";"81 | 61";"4.4 | 4.1";"3";"67 | 33";"0";"50 | 30";"20 | 10";"30 | 60";"57 | 33";"70 | 40";"80 | 90";"50 | 70";"0x0 | 2x1";"12";"1.4 | 1.7";"1.3 | 1.8";"3.1";"58 | 57";"3 | 6";"10 | 10";"6.1 | 7";"5.2 | 5.5";"4.1";"2 | 2.2";"1.6 | 2.4";"1.8 | 1.4";"1.8 | 2.2";"3.6";"4.3"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 10:00";"NS";"Rubin Kazan' II";"";"";"Nosta";"";"";"49 | 35";"37 | 14";"";"44 | 32";"1.2 | 0.3";"40 | 34";"6.1 | 13.2";"7";"57 | 0";"43";"30 | 0";"30 | 30";"40 | 70";"40 | 10";"60 | 30";"70 | 70";"70 | 100";"1x0 | 2x0";"13.9";"1.1 | 0.4";"1.6 | 2";"2.6";"46 | 39";"9 | 12";"10 | 10";"6.7 | 5.3";"8.7 | 7.1";"4.7";"3.4 | 2.3";"2.6 | 1.1";"2.4 | 1.8";"1.4 | 2.6";"4.1";"4.3"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 11:00";"NS";"Zenit Izhevsk";"";"";"Pobeda Nizhny Novgorod";"";"";"60 | 66";"48 | 92";"";"55 | 49";"1.4 | 2.4";"48 | 43";"4.4 | 2.7";"";"";"";"30 | 80";"50 | 0";"20 | 20";"47 | 80";"80 | 80";"50 | 100";"70 | 20";"1x1 | 2x3";"11.8";"1.4 | 2.7";"1.3 | 1.1";"3.2";"52 | 51";"8 | 2";"10 | 10";"6.2 | 7.4";"5.4 | 4.7";"4.8";"2.4 | 1.4";"2.4 | 3.2";"3.1 | 2.3";"2.3 | 2";"4.8";"4.3"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 12:00";"NS";"Khimik Dzerzhinsk";"";"";"Ural 2";"";"";"84 | 42";"88 | 61";"";"70 | 41";"2.8 | 1.2";"89 | 44";"2.7 | 4.3";"3";"100 | 0";"0";"90 | 30";"10 | 30";"0 | 40";"93 | 40";"100 | 60";"90 | 70";"10 | 70";"2x0 | 1x1";"13.6";"2.6 | 1.8";"0.6 | 1.8";"3.4";"62 | 42";"1 | 7";"10 | 10";"7.1 | 7.7";"3.8 | 8.8";"6";"1.3 | 3.4";"3.2 | 4";"1.7 | 1.9";"1.8 | 2.1";"3.7";"4.3"
"Sweden";"SWE";"Ettan: South";"01-07-2026 14:00";"NS";"Eskilsminne";"";"";"Kristianstad";"1.92";"3.25";"38 | 49";"61 | 24";"1";"52 | 48";"1.1 | 0.9";"51 | 46";"5.6 | 10.9";"6";"67 | 17";"17";"30 | 20";"20 | 30";"50 | 50";"37 | 30";"50 | 50";"80 | 70";"70 | 80";"1x2 | 1x1";"19.5";"1.8 | 0.7";"1.9 | 1.6";"3";"52 | 51";"10 | 13";"10 | 10";"10.1 | 7.6";"10.8 | 10.6";"8.9";"6.1 | 4.2";"3.7 | 3.8";"1.5 | 2.2";"1.9 | 1.4";"3.5";"3"
"Sweden";"SWE";"Division 2: Norra Gotaland";"01-07-2026 14:30";"NS";"Husqvarna";"";"";"Lidköping";"1.23";"9.16";"74 | 21";"92 | 34";"3";"60 | 41";"2.6 | 0.9";"58 | 42";"4.6 | 8";"";"";"";"80 | 30";"20 | 0";"0 | 70";"87 | 30";"100 | 30";"80 | 100";"20 | 70";"3x1 | 0x1";"21.5";"2.7 | 1";"0.9 | 2.4";"3.5";"53 | 47";"1 | 11";"10 | 10";"12.5 | 8";"7 | 15.5";"8.8";"2.9 | 6.8";"4.4 | 3.6";"1.1 | 1";"1.1 | 1.6";"2.4";"2.9"
"United States";"USA";"USL League Two";"01-07-2026 17:00";"NS";"Project 51O";"";"";"San Francisco City";"2.06";"2.78";"60 | 66";"75 | 99";"5";"56 | 53";"2.2 | 2.5";"48 | 38";"5.7 | 3.9";"9";"56 | 33";"11";"70 | 80";"10 | 10";"20 | 10";"73 | 83";"80 | 90";"90 | 90";"30 | 20";"2x1 | 0x2";"19.2";"2.2 | 2.9";"1.3 | 1.1";"3.8";"53 | 55";"2 | 1";"10 | 10";"12.6 | 11.2";"6.8 | 7.8";"10.5";"3.8 | 4.4";"6.8 | 6";"2.7 | 2";"1.2 | 2.8";"4.3";"4"
"United States";"USA";"USL League Two";"01-07-2026 18:00";"NS";"New England SC";"";"";"Vermont Green";"4.38";"1.60";"52 | 77";"85 | 100";"2";"60 | 76";"2.7 | 2.8";"48 | 71";"6.1 | 4.2";"2";"0 | 100";"0";"90 | 90";"0 | 10";"10 | 0";"90 | 93";"90 | 100";"100 | 90";"10 | 10";"2x1 | 1x4";"25.8";"2.5 | 4.8";"1.5 | 0.8";"4.8";"55 | 63";"2 | 1";"10 | 10";"15.3 | 20";"10.7 | 5.7";"12.6";"4 | 2.7";"6.6 | 12";"2.1 | 0";"1.6 | 1.3";"2.5";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Louisville City II";"";"";"Northern Indiana";"";"";"63 | 52";"68 | 61";"";"58 | 50";"1.9 | 1.6";"50 | 55";"5.4 | 5";"";"";"";"60 | 50";"10 | 10";"30 | 40";"63 | 53";"70 | 60";"90 | 90";"40 | 50";"0x2 | 0x2";"17.5";"2 | 1.8";"1.2 | 1.5";"3.2";"50 | 56";"2 | 3";"10 | 10";"10.7 | 9";"6.7 | 8.7";"7.8";"3.7 | 3.7";"4 | 4.3";"2 | 3.3";"3.3 | 1.7";"5.2";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Steel City";"";"";"Cleveland Force";"";"";"100 | 2";"54 | 68";"";"52 | 47";"2.1 | 0.9";"38 | 40";"5.3 | 5.1";"2";"100 | 0";"0";"60 | 30";"30 | 0";"10 | 70";"70 | 30";"90 | 30";"70 | 100";"40 | 70";"0x0 | 1x4";"21.2";"1.6 | 2";"0.4 | 3.6";"3.8";"44 | 46";"2 | 5";"10 | 10";"9.5 | 10.2";"10 | 12.8";"10.2";"4 | 6.8";"4.5 | 5";"2.5 | 1.5";"1.5 | 2.5";"4";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Kings Hammer Columbus";"";"";"West Virginia Chaos";"";"";"60 | 77";"37 | 61";"";"";"1 | 2.4";"";"";"5";"40 | 40";"20";"30 | 70";"10 | 30";"60 | 0";"33 | 80";"40 | 100";"90 | 70";"70 | 30";"0x1 | 0x2";"";"1.1 | 1.8";"1.3 | 0.8";"2.5";"";"5 | 1";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"North Carolina II";"";"";"Tobacco Road";"";"";"46 | 7";"58 | 51";"";"53 | 40";"1.7 | 0.5";"57 | 41";"6.3 | 6.7";"10";"50 | 30";"20";"50 | 10";"20 | 20";"30 | 70";"57 | 17";"70 | 30";"80 | 80";"50 | 90";"3x2 | 3x2";"22.1";"1.7 | 1.5";"1.7 | 2.8";"3.8";"50 | 48";"6 | 9";"10 | 10";"10.7 | 10";"8.3 | 15.2";"10.6";"3.7 | 8.5";"4.7 | 4.5";"1.7 | 1.8";"2 | 2.8";"4.1";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Real Central New Jersey";"";"";"Delaware FC";"2.30";"2.37";"38 | 35";"51 | 78";"5";"42 | 54";"1.1 | 1.3";"46 | 66";"6.7 | 7.4";"4";"25 | 50";"25";"30 | 40";"20 | 10";"50 | 50";"37 | 43";"50 | 50";"80 | 90";"70 | 60";"0x1 | 0x5";"29.9";"1.5 | 2.3";"1.9 | 2";"3.8";"43 | 53";"3 | 5";"10 | 10";"10 | 17";"18.5 | 14.3";"15.2";"10 | 7";"6 | 7.3";"2 | 1.2";"0.5 | 1.3";"2.5";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Staten Island Athletic";"";"";"New Jersey Copa";"2.16";"2.72";"18 | 4";"37 | 44";"5";"40 | 34";"0.4 | 0.7";"41 | 37";"9.1 | 7.8";"4";"50 | 50";"0";"10 | 20";"10 | 10";"80 | 70";"13 | 23";"20 | 30";"90 | 90";"90 | 80";"0x1 | 2x0";"24.8";"1.1 | 1.3";"2.5 | 2.9";"3.9";"39 | 43";"9 | 7";"10 | 10";"10 | 10.2";"12.7 | 16.6";"11.1";"5.7 | 7.8";"4 | 4.8";"2 | 3.2";"2.3 | 2.2";"4.9";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Weston";"";"";"Brevard Fire";"1.82";"3.43";"38 | 21";"48 | 65";"1";"49 | 43";"1.1 | 0.8";"45 | 39";"6.9 | 5.2";"";"";"";"30 | 20";"20 | 20";"50 | 60";"37 | 27";"50 | 40";"80 | 80";"70 | 80";"1x3 | 1x0";"22.8";"1.4 | 1.9";"1.9 | 2.4";"3.8";"49 | 41";"4 | 5";"10 | 10";"9.7 | 9.8";"10.6 | 15.6";"10.4";"4.9 | 6.8";"3.9 | 5.4";"3.1 | 1.6";"2.6 | 1.6";"4.4";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"Port City";"";"";"Salem City";"";"";"21 | 18";"24 | 54";"";"";"0.4 | 0.8";"";"";"";"";"";"10 | 20";"10 | 20";"80 | 60";"13 | 27";"20 | 40";"90 | 80";"90 | 80";"0x3 | 2x1";"";"0.7 | 1.6";"2.4 | 2.5";"3.6";"";"11 | 8";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"Asheville City";"";"";"SC United Bantams";"";"";"80 | 49";"68 | 58";"";"56 | 50";"2.1 | 1.6";"56 | 38";"7 | 6.4";"5";"40 | 40";"20";"60 | 40";"30 | 40";"10 | 20";"70 | 53";"90 | 80";"70 | 60";"40 | 60";"2x0 | 0x0";"21.4";"2 | 1.7";"0.7 | 1.6";"3";"54 | 49";"4 | 5";"10 | 10";"14 | 10.8";"9 | 9";"10.4";"3.7 | 5.2";"6 | 5.8";"1.7 | 3";"1.7 | 2.2";"4.2";"4"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"SF Glens";"";"";"San Juan SC";"";"";"56 | 7";"31 | 44";"";"49 | 48";"1.3 | 0.6";"38 | 46";"9 | 9.5";"2";"50 | 50";"0";"40 | 10";"10 | 30";"50 | 60";"43 | 20";"50 | 40";"90 | 70";"60 | 90";"0x2 | 2x2";"22.2";"0.9 | 1.3";"1.4 | 2.8";"3.2";"47 | 50";"4 | 8";"10 | 10";"8.1 | 12.3";"9.9 | 14";"10.5";"4.9 | 6";"4.1 | 6";"2 | 2.1";"3 | 1.6";"4.4";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Lehigh Valley Utd. Sonic";"";"";"Ocean City Nor'easters";"";"";"60 | 100";"85 | 100";"";"58 | 55";"2.7 | 3";"64 | 65";"6.1 | 5";"10";"10 | 90";"0";"90 | 100";"0 | 0";"10 | 0";"90 | 100";"90 | 100";"100 | 100";"10 | 0";"3x1 | 0x3";"25.8";"2.5 | 3.1";"1.3 | 0.4";"3.6";"47 | 49";"2 | 1";"10 | 10";"15.3 | 15.6";"12.3 | 8.4";"13.4";"7.7 | 3.4";"7 | 8.6";"1 | 0.4";"1.7 | 1.6";"2.4";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Reading United";"";"";"Eagle FC";"";"";"46 | 10";"58 | 31";"";"";"1.3 | 0.4";"";"";"";"";"";"40 | 10";"10 | 10";"50 | 80";"43 | 13";"50 | 20";"90 | 90";"60 | 90";"1x3 | 3x1";"";"1.7 | 0.9";"1.7 | 2.7";"3.5";"";"4 | 9";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Connecticut Rush";"";"";"AC Connecticut";"1.48";"5.23";"49 | 25";"44 | 48";"1";"46 | 48";"1 | 0.3";"39 | 42";"8.8 | 7.1";"";"";"";"30 | 10";"10 | 0";"60 | 90";"33 | 10";"40 | 10";"90 | 100";"70 | 90";"0x1 | 1x0";"22.1";"1.3 | 1.4";"1.6 | 2.3";"3.3";"48 | 48";"6 | 9";"10 | 10";"11.4 | 10";"13 | 9.8";"10.4";"6.4 | 4.8";"4.8 | 4.8";"2.4 | 1.6";"2.6 | 1";"3.8";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Virginia Beach United";"";"";"Loudoun United II";"1.34";"6.70";"63 | 32";"82 | 82";"1";"46 | 48";"2 | 1.6";"38 | 54";"3.5 | 4.1";"";"";"";"60 | 50";"20 | 10";"20 | 40";"67 | 53";"80 | 60";"80 | 90";"40 | 50";"2x0 | 4x1";"21";"2.4 | 2.4";"1.2 | 2.1";"4";"49 | 46";"2 | 6";"10 | 10";"8.3 | 9.8";"11.7 | 12.2";"9.2";"4.3 | 4.7";"5 | 4.5";"1.3 | 2.2";"2.7 | 2";"4.1";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Hudson Valley Hammers";"";"";"Manhattan";"";"";"35 | 28";"92 | 78";"";"58 | 59";"1.9 | 1.4";"71 | 87";"6.9 | 7.6";"7";"43 | 43";"14";"60 | 40";"10 | 20";"30 | 40";"63 | 47";"70 | 60";"90 | 80";"40 | 60";"3x1 | 0x1";"32.1";"2.7 | 2.3";"2 | 2.2";"4.6";"58 | 51";"4 | 6";"10 | 10";"18.5 | 17.5";"14.8 | 13.5";"13";"5.2 | 6";"8.8 | 6";"1 | 1.5";"1.2 | 1.5";"2.6";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Miami";"";"";"Fort Lauderdale United";"8.42";"1.26";"14 | 100";"54 | 68";"4";"34 | 67";"1.1 | 2.5";"31 | 62";"4 | 6.5";"4";"0 | 75";"25";"30 | 80";"20 | 10";"50 | 10";"37 | 83";"50 | 90";"80 | 90";"70 | 20";"0x3 | 0x3";"18.8";"1.6 | 2";"2.6 | 0.4";"3.3";"43 | 55";"6 | 1";"10 | 10";"6.4 | 13";"13.6 | 4.6";"7.8";"6 | 1.3";"3.2 | 5.1";"3.8 | 1";"2.8 | 2.3";"4.9";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:30";"NS";"Boston City";"";"";"Seacoast United Phantoms";"6.32";"1.34";"2 | 35";"44 | 51";"2";"40 | 49";"0.3 | 1";"35 | 40";"6.5 | 9.3";"8";"0 | 100";"0";"0 | 30";"30 | 10";"70 | 60";"10 | 33";"30 | 40";"70 | 90";"100 | 70";"1x1 | 2x1";"25.9";"1.3 | 1.5";"3.8 | 2";"4.3";"41 | 48";"10 | 8";"10 | 10";"8.5 | 14";"16.3 | 13";"13.4";"10.2 | 6.6";"4 | 6";"1.5 | 3";"0.8 | 3.2";"4.2";"4"
"United States";"USA";"USL League Two";"01-07-2026 20:30";"NS";"Charlottesville Blues";"";"";"Bethesda SC";"1.66";"4.10";"77 | 25";"58 | 68";"1";"53 | 39";"1.8 | 1.4";"53 | 47";"7.9 | 2.6";"";"";"";"50 | 40";"30 | 20";"20 | 40";"60 | 47";"80 | 60";"70 | 80";"50 | 60";"4x0 | 0x1";"22.5";"1.7 | 2";"0.8 | 2.3";"3.4";"51 | 44";"3 | 9";"10 | 10";"13.5 | 5.2";"10.7 | 15.5";"9.6";"4 | 6.2";"5.8 | 3.2";"1.6 | 2";"1.9 | 1.8";"3.6";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Sueno";"";"";"RKC";"1.47";"5.04";"66 | 63";"100 | 41";"1";"54 | 55";"1.9 | 1.3";"81 | 64";"4.2 | 8.8";"2";"0 | 0";"100";"60 | 40";"10 | 10";"30 | 50";"63 | 43";"70 | 50";"90 | 90";"40 | 60";"1x2 | 2x0";"24";"3.5 | 1.2";"1.1 | 1.2";"3.5";"53 | 49";"2 | 5";"10 | 10";"14.8 | 10.6";"11.8 | 11";"10.8";"4.5 | 4.7";"7.2 | 5";"1.6 | 1.9";"2.8 | 1.6";"3.9";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Minneapolis City";"";"";"St. Croix";"";"";"84 | 7";"100 | 48";"";"63 | 43";"3 | 0.9";"55 | 49";"4.6 | 7.6";"10";"50 | 40";"10";"100 | 30";"0 | 0";"0 | 70";"100 | 30";"100 | 30";"100 | 100";"0 | 70";"3x1 | 3x1";"25.8";"3.7 | 1.4";"0.6 | 2.8";"4.2";"57 | 47";"1 | 7";"10 | 10";"17.2 | 10.9";"7.8 | 15.9";"11.8";"2.7 | 8.1";"8.7 | 4.1";"3.3 | 1.6";"2.3 | 1.1";"4.2";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Red River";"";"";"Little Rock Rangers";"";"";"52 | 77";"71 | 58";"";"";"1.5 | 2.2";"";"";"2";"0 | 50";"50";"40 | 70";"30 | 10";"30 | 20";"50 | 73";"70 | 80";"70 | 90";"60 | 30";"1x3 | 0x1";"";"2.1 | 1.7";"1.5 | 0.8";"3";"";"3 | 1";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Hattiesburg";"";"";"Louisiana Krewe";"";"";"42 | 49";"61 | 78";"";"";"1.3 | 1.9";"";"";"6";"33 | 67";"0";"30 | 60";"40 | 10";"30 | 30";"43 | 63";"70 | 70";"60 | 90";"70 | 40";"1x3 | 0x1";"";"1.8 | 2.3";"1.8 | 1.6";"3.8";"";"5 | 2";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Montgomery United";"";"";"Dothan United";"";"";"46 | 80";"58 | 71";"";"43 | 56";"1.3 | 2.3";"39 | 53";"4.8 | 6.2";"3";"33 | 67";"0";"30 | 70";"40 | 20";"30 | 10";"43 | 77";"70 | 90";"60 | 80";"70 | 30";"1x1 | 0x2";"20.4";"1.7 | 2.1";"1.7 | 0.7";"3.1";"46 | 44";"4 | 2";"10 | 10";"8.2 | 13";"10.2 | 9.5";"7";"3.5 | 3";"3 | 4.5";"2.7 | 2";"2.5 | 0.5";"3.8";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Lonestar";"";"";"Laredo Heat";"";"";"56 | 84";"68 | 78";"";"";"1.9 | 2.3";"";"";"3";"0 | 67";"33";"50 | 70";"40 | 20";"10 | 10";"63 | 77";"90 | 90";"60 | 80";"50 | 30";"1x1 | 1x1";"";"2 | 2.3";"1.4 | 0.6";"3.2";"";"3 | 1";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Houston FC";"";"";"Twin City Toucans";"1.85";"3.35";"32 | 32";"68 | 44";"1";"61 | 48";"1.1 | 0.9";"68 | 52";"9 | 8.8";"10";"30 | 20";"50";"30 | 30";"20 | 0";"50 | 70";"37 | 30";"50 | 30";"80 | 100";"70 | 70";"1x1 | 1x0";"24.5";"2 | 1.3";"2.1 | 2.1";"3.8";"55 | 54";"6 | 8";"10 | 10";"18 | 11.5";"7 | 12.5";"10.5";"2 | 5.5";"8 | 5.5";"1 | 3.3";"2.5 | 2.3";"4.6";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"GFI";"";"";"AHFC Royals";"2.23";"2.51";"52 | 63";"100 | 78";"5";"";"2.1 | 1.6";"";"";"2";"0 | 100";"0";"60 | 40";"30 | 40";"10 | 20";"70 | 53";"90 | 80";"70 | 60";"40 | 60";"0x0 | 1x1";"";"3 | 2.3";"1.5 | 1.2";"4";"";"2 | 4";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Santafé Wanderers";"";"";"Springfield";"";"";"77 | 21";"85 | 31";"";"";"2 | 0.5";"";"";"2";"100 | 0";"0";"60 | 10";"20 | 20";"20 | 70";"67 | 17";"80 | 30";"80 | 80";"40 | 90";"1x1 | 0x0";"";"2.5 | 0.9";"0.8 | 2.4";"3.3";"";"2 | 6";"10 | 10";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Marin";"";"";"Almaden";"";"";"2 | 77";"75 | 71";"";"45 | 38";"0.8 | 2";"40 | 32";"5.8 | 3.6";"4";"0 | 50";"50";"20 | 60";"20 | 20";"60 | 20";"27 | 67";"40 | 80";"80 | 80";"80 | 40";"1x3 | 0x3";"23.7";"2.2 | 2.1";"3.4 | 0.8";"4.2";"54 | 42";"7 | 3";"10 | 10";"12.8 | 7.5";"14.8 | 12.2";"12.9";"8.2 | 4.8";"8.6 | 4.2";"2 | 1.6";"1.7 | 1.8";"3.6";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Denton Diablos";"";"";"West Texas";"1.64";"4.21";"60 | 38";"100 | 65";"1";"51 | 52";"2.2 | 1.2";"74 | 68";"3.6 | 5.6";"5";"60 | 40";"0";"70 | 30";"10 | 30";"20 | 40";"73 | 40";"80 | 60";"90 | 70";"30 | 70";"2x1 | 1x0";"18.8";"3.1 | 1.9";"1.3 | 1.9";"4.1";"49 | 43";"2 | 5";"10 | 10";"11.2 | 10.7";"7.2 | 8.3";"8.2";"4 | 3";"4.5 | 5";"2.2 | 2";"1 | 2.3";"3.8";"4"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Fort Worth Vaqueros";"";"";"McKinney Chupacabras";"";"";"2 | 32";"10 | 65";"";"30 | 56";"0 | 2";"49 | 66";"12 | 5.9";"2";"0 | 100";"0";"0 | 60";"0 | 20";"100 | 20";"0 | 67";"0 | 80";"100 | 80";"100 | 40";"0x1 | 1x2";"18.6";"0.3 | 1.9";"3.4 | 2.1";"3.8";"38 | 54";"6 | 1";"10 | 10";"3.6 | 11.2";"13.8 | 8.7";"8.4";"5.8 | 4.5";"1.8 | 4.8";"1.2 | 1.2";"0.8 | 2.7";"2.9";"4"
"United States";"USA";"USL League Two";"01-07-2026 22:00";"NS";"Albion Colorado";"";"";"Atlético Unión";"";"";"60 | 38";"71 | 65";"";"";"2 | 1";"";"";"";"";"";"60 | 22";"20 | 33";"20 | 44";"67 | 33";"80 | 56";"80 | 67";"40 | 78";"3x2 | 2x1";"";"2.1 | 1.9";"1.3 | 1.9";"3.6";"";"3 | 5";"10 | 9";"";"";"";"";"";"";"";"";"4"
"United States";"USA";"USL League Two";"01-07-2026 23:00";"NS";"Davis Legacy";"";"";"Academica";"2.14";"2.72";"35 | 18";"54 | 65";"5";"62 | 44";"0.9 | 0.9";"54 | 42";"7.1 | 6.2";"7";"29 | 43";"29";"20 | 20";"30 | 30";"50 | 50";"30 | 30";"50 | 50";"70 | 70";"80 | 80";"1x2 | 5x3";"23.2";"1.6 | 1.9";"2 | 2.5";"4";"53 | 42";"5 | 6";"10 | 10";"11.3 | 11.7";"8.7 | 14.7";"11.6";"5.2 | 8.7";"3.8 | 5.7";"1.5 | 2.7";"1.9 | 2.3";"4.2";"4"
"United States";"USA";"USL League Two";"01-07-2026 23:30";"NS";"West Seattle Junction";"";"";"Bigfoot";"1.30";"6.92";"42 | 2";"61 | 37";"3";"52 | 44";"1 | 0.5";"58 | 54";"4.2 | 6.1";"2";"50 | 0";"50";"30 | 10";"10 | 20";"60 | 70";"33 | 17";"40 | 30";"90 | 80";"70 | 90";"1x2 | 3x0";"16.2";"1.8 | 1.1";"1.8 | 3.2";"4";"51 | 46";"7 | 8";"10 | 10";"7.6 | 6.7";"6.9 | 11.2";"8.2";"4.1 | 6.2";"2.9 | 3.1";"2.6 | 2.1";"3.4 | 1.9";"5";"4"
"United States";"USA";"USL League One";"01-07-2026 18:30";"NS";"Charlotte Independence";"";"";"Corpus Christi";"1.71";"3.94";"66 | 49";"85 | 41";"1";"51 | 47";"2.6 | 1.2";"53 | 44";"5.1 | 6.7";"";"";"";"80 | 30";"20 | 30";"0 | 40";"87 | 40";"100 | 60";"80 | 70";"20 | 70";"1x0 | 3x0";"25.2";"2.5 | 1.2";"1.1 | 1.6";"3.2";"50 | 43";"3 | 13";"10 | 10";"16.4 | 10.2";"11.4 | 12.4";"9.9";"4.3 | 4.7";"6.6 | 4.1";"2.3 | 3.7";"2.4 | 3";"5.7";"5.1"
"United States";"USA";"USL League One";"01-07-2026 20:00";"NS";"Chattanooga Red Wolves";"";"";"Westchester SC";"1.58";"4.73";"63 | 52";"58 | 51";"1";"51 | 47";"1.4 | 0.8";"52 | 53";"5.2 | 6.8";"2";"100 | 0";"0";"40 | 20";"20 | 20";"40 | 60";"47 | 27";"60 | 40";"80 | 80";"60 | 80";"1x1 | 1x0";"26.7";"1.7 | 1.5";"1.2 | 1.5";"3";"42 | 50";"11 | 14";"10 | 10";"13.8 | 12.3";"13.4 | 13.9";"9.1";"4 | 4.8";"4.2 | 5.2";"2.1 | 1.9";"2 | 2.8";"4.4";"5.1"
"United States";"USA";"USL League One";"01-07-2026 22:00";"NS";"Spokane Velocity";"";"";"Forward Madison";"1.97";"3.43";"56 | 60";"31 | 54";"1";"49 | 52";"1.6 | 1.3";"48 | 48";"9.1 | 6.2";"5";"40 | 40";"20";"50 | 40";"10 | 10";"40 | 50";"53 | 43";"60 | 50";"90 | 90";"50 | 60";"2x1 | 1x0";"24.5";"0.9 | 1.6";"1.4 | 1.3";"2.6";"50 | 50";"5 | 8";"10 | 10";"11.5 | 13.8";"11.9 | 11.9";"7.6";"3.7 | 3.9";"3.3 | 4.4";"1.7 | 3.3";"2.2 | 2.3";"4.8";"5.1"
